id;opath;cpath;mgeom
4116021;118003;118003;LINESTRING(11.5654759377 48.1871910003,11.5654759377 48.1871910003)
10665007;118959;118959;LINESTRING(11.6149478902 48.1989819388,11.6149478902 48.1989819388)
10127011;136305;136305;LINESTRING(11.5113387856 48.1588297798,11.5113387856 48.1588297798)
4013016;103463;103463;LINESTRING(11.5365763575 48.1491225518,11.5365763575 48.1491225518)
10097013;157640;157640;LINESTRING(11.6157001665 48.1307825386,11.6157001665 48.1307825386)
11040009;157683;157683;LINESTRING(11.5898867058 48.1927194331,11.5898867058 48.1927194331)
4010013;141186;141186;LINESTRING(11.5803484742 48.1069589216,11.5803484742 48.1069589216)
14043021;41655;41655;LINESTRING(11.6239508218 48.2134981104,11.6239508218 48.2134981104)
11152003;112840;112840;LINESTRING(11.4678602745 48.1403437297,11.4678602745 48.1403437297)
10935014;1384;1384;LINESTRING(11.4616083227 48.1768228414,11.4616083227 48.1768228414)
10179008;147185;147185;LINESTRING(11.4722349404 48.1454432055,11.4722349404 48.1454432055)
10092006;162840;162840;LINESTRING(11.5631726405 48.1602468827,11.5631726405 48.1602468827)
10466014;57638;57638;LINESTRING(11.5336833602 48.1876111565,11.5336833602 48.1876111565)
14043062;67845;67845;LINESTRING(11.6230552295 48.2226996987,11.6230552295 48.2226996987)
10716006;68847;68847;LINESTRING(11.5345568046 48.1686132512,11.5345568046 48.1686132512)
10167041;22982;22982;LINESTRING(11.502595714 48.1247574068,11.502595714 48.1247574068)
10367011;62968;62968;LINESTRING(11.5415481225 48.1454785555,11.5415481225 48.1454785555)
11056006;68756;68756;LINESTRING(11.5644829143 48.1649592834,11.5644829143 48.1649592834)
10599003;2605;2605;LINESTRING(11.5595015991 48.174701651,11.5595015991 48.174701651)
14043022;41655;41655;LINESTRING(11.6239620564 48.213518381,11.6239620564 48.213518381)
10069006;16973;16973;LINESTRING(11.5831636582 48.1545172034,11.5831636582 48.1545172034)
10049006;4187;4187;LINESTRING(11.5492806404 48.1253271948,11.5492806404 48.1253271948)
11040010;127501;127501;LINESTRING(11.5902992458 48.1930385271,11.5902992458 48.1930385271)
10534006;128317;128317;LINESTRING(11.5212689277 48.0909635008,11.5212689277 48.0909635008)
10935015;1384;1384;LINESTRING(11.4615968652 48.1768202368,11.4615968652 48.1768202368)
10077005;99417;99417;LINESTRING(11.5543234665 48.1545252451,11.5543234665 48.1545252451)
10285002;129009;129009;LINESTRING(11.6155975392 48.1534701562,11.6155975392 48.1534701562)
10253008;86719;86719;LINESTRING(11.6178975514 48.1158916782,11.6178975514 48.1158916782)
14043063;67842;67842;LINESTRING(11.6227000141 48.2227503213,11.6227000141 48.2227503213)
10466015;161449;161449;LINESTRING(11.5336492075 48.1874350839,11.5336492075 48.1874350839)
4171012;41008;41008;LINESTRING(11.5979228013 48.1494547722,11.5979228013 48.1494547722)
14043023;139720;139720;LINESTRING(11.6250224686 48.2147247412,11.6250224686 48.2147247412)
10007006;127323;127323;LINESTRING(11.5553262299 48.1391560724,11.5553262299 48.1391560724)
11156001;56510;56510;LINESTRING(11.5653348665 48.1919137522,11.5653348665 48.1919137522)
10665008;107962;107962;LINESTRING(11.6158179056 48.1992069762,11.6158179056 48.1992069762)
10976001;156147;156147;LINESTRING(11.5029165072 48.1929493555,11.5029165072 48.1929493555)
10367012;62967;62967;LINESTRING(11.5416106984 48.1454342623,11.5416106984 48.1454342623)
10092007;162840;162840;LINESTRING(11.563176931 48.1602602241,11.563176931 48.1602602241)
10249003;90734;90734;LINESTRING(11.6105248504 48.1855307868,11.6105248504 48.1855307868)
11040011;127501;127501;LINESTRING(11.5903021482 48.1929940773,11.5903021482 48.1929940773)
10127012;90527;90527;LINESTRING(11.511336488 48.1589051208,11.511336488 48.1589051208)
10257011;58497;58497;LINESTRING(11.6129677061 48.1157355769,11.6129677061 48.1157355769)
10314014;56381;56381;LINESTRING(11.5855251182 48.2015803128,11.5855251182 48.2015803128)
14043024;139720;139720;LINESTRING(11.6250154054 48.2147119076,11.6250154054 48.2147119076)
11156002;56510;56510;LINESTRING(11.5653352711 48.1919109697,11.5653352711 48.1919109697)
11056007;4425;4425;LINESTRING(11.5645283671 48.1645169473,11.5645283671 48.1645169473)
14043064;41647;41647;LINESTRING(11.6213157 48.2231964,11.6213157 48.2231964)
10935016;1384;1384;LINESTRING(11.4619178833 48.176893212,11.4619178833 48.176893212)
10466016;161449;161449;LINESTRING(11.533649983 48.1874390789,11.533649983 48.1874390789)
4116022;118003;118003;LINESTRING(11.5654716764 48.1871904629,11.5654716764 48.1871904629)
10716007;68847;68847;LINESTRING(11.5349327244 48.1683679842,11.5349327244 48.1683679842)
4013017;87746;87746;LINESTRING(11.536709797 48.1491184256,11.536709797 48.1491184256)
10534007;128317;128317;LINESTRING(11.5211137995 48.0906627061,11.5211137995 48.0906627061)
10604001;61769;61769;LINESTRING(11.5447176239 48.1504019496,11.5447176239 48.1504019496)
10179009;147185;147185;LINESTRING(11.4722347535 48.1454432242,11.4722347535 48.1454432242)
10167042;69838;69838;LINESTRING(11.5023633034 48.1257519992,11.5023633034 48.1257519992)
10367013;62967;62967;LINESTRING(11.5416612032 48.1454919125,11.5416612032 48.1454919125)
14043025;139720;139720;LINESTRING(11.6250099972 48.214702081,11.6250099972 48.214702081)
10007007;91832;91832;LINESTRING(11.5559148527 48.13951774,11.5559148527 48.13951774)
11278001;163845;163845;LINESTRING(11.5996332458 48.1872518265,11.5996332458 48.1872518265)
10049007;56609;56609;LINESTRING(11.5499308408 48.1249553318,11.5499308408 48.1249553318)
4010014;141186;141186;LINESTRING(11.5803429351 48.1069665743,11.5803429351 48.1069665743)
10097027;46266;46266;LINESTRING(11.6153175473 48.1311100531,11.6153175473 48.1311100531)
11156003;169840;169840;LINESTRING(11.5653798853 48.1916040516,11.5653798853 48.1916040516)
10976002;156147;156147;LINESTRING(11.5029154466 48.1929494179,11.5029154466 48.1929494179)
10092008;162840;162840;LINESTRING(11.5631024696 48.1600286818,11.5631024696 48.1600286818)
14043065;41436;41436;LINESTRING(11.6183299 48.211682,11.6183299 48.211682)
11041002;41868;41868;LINESTRING(11.5965515253 48.1924443715,11.5965515253 48.1924443715)
14043027;41653;41653;LINESTRING(11.6246428842 48.2147470857,11.6246428842 48.2147470857)
10077006;133069;133069;LINESTRING(11.5550293756 48.153418972,11.5550293756 48.153418972)
10665009;107962;107962;LINESTRING(11.6158379639 48.1992251357,11.6158379639 48.1992251357)
10935019;66584;66584;LINESTRING(11.4618944727 48.1774852278,11.4618944727 48.1774852278)
10253009;122033;122033;LINESTRING(11.6181591317 48.1152609946,11.6181591317 48.1152609946)
10610001;56509;56509;LINESTRING(11.5649528467 48.1927185849,11.5649528467 48.1927185849)
10127013;78750;78750;LINESTRING(11.5117915525 48.1587540686,11.5117915525 48.1587540686)
10070001;75425;75425;LINESTRING(11.5788670976 48.1291237442,11.5788670976 48.1291237442)
11056008;54998;54998;LINESTRING(11.5649349763 48.164453037,11.5649349763 48.164453037)
10534008;120513;120513;LINESTRING(11.5216874095 48.0904830682,11.5216874095 48.0904830682)
14043066;41437;41437;LINESTRING(11.6183958142 48.2117435378,11.6183958142 48.2117435378)
4171021;41005;41005;LINESTRING(11.5989790633 48.1489825334,11.5989790633 48.1489825334)
10285003;129009;129009;LINESTRING(11.6156951327 48.153621253,11.6156951327 48.153621253)
14043028;41653;41653;LINESTRING(11.6246598067 48.2147776317,11.6246598067 48.2147776317)
10976003;2568;2568;LINESTRING(11.5020541901 48.1924560593,11.5020541901 48.1924560593)
11041003;106007;106007;LINESTRING(11.5958182203 48.1927966651,11.5958182203 48.1927966651)
10314015;56381;56381;LINESTRING(11.5855235091 48.2015718826,11.5855235091 48.2015718826)
10935020;66584;66584;LINESTRING(11.461898709 48.1774776683,11.461898709 48.1774776683)
10167043;69838;69838;LINESTRING(11.5023544689 48.1257519604,11.5023544689 48.1257519604)
10049008;134901;134901;LINESTRING(11.5500457673 48.1253764687,11.5500457673 48.1253764687)
11278002;163845;163845;LINESTRING(11.5996284375 48.1872524101,11.5996284375 48.1872524101)
10092009;133509;133509;LINESTRING(11.5637353771 48.1597301524,11.5637353771 48.1597301524)
10257006;133742;133742;LINESTRING(11.6139080213 48.114950826,11.6139080213 48.114950826)
10249004;118554;118554;LINESTRING(11.6102242968 48.1859626984,11.6102242968 48.1859626984)
10077007;133069;133069;LINESTRING(11.5550225305 48.1534246109,11.5550225305 48.1534246109)
10716008;14151;14151;LINESTRING(11.5356636189 48.1684692877,11.5356636189 48.1684692877)
10493001;128387;128387;LINESTRING(11.4935296018 48.1658990167,11.4935296018 48.1658990167)
11156004;152082;152082;LINESTRING(11.5658151403 48.1914820935,11.5658151403 48.1914820935)
4118011;156827;156827;LINESTRING(11.4686056378 48.1774244764,11.4686056378 48.1774244764)
10665010;107962;107962;LINESTRING(11.6158489852 48.1992351138,11.6158489852 48.1992351138)
4013021;111226;111226;LINESTRING(11.5369658695 48.14920621,11.5369658695 48.14920621)
10610002;56509;56509;LINESTRING(11.5649512245 48.1927185098,11.5649512245 48.1927185098)
10007008;91832;91832;LINESTRING(11.5558974646 48.1395923052,11.5558974646 48.1395923052)
10097028;46266;46266;LINESTRING(11.6153130901 48.1311107778,11.6153130901 48.1311107778)
4010021;636;636;LINESTRING(11.5801578027 48.1068912112,11.5801578027 48.1068912112)
10253010;122033;122033;LINESTRING(11.6181513606 48.115262754,11.6181513606 48.115262754)
14043029;41653;41653;LINESTRING(11.6246734952 48.21480234,11.6246734952 48.21480234)
11156005;152082;152082;LINESTRING(11.5658933633 48.1914849277,11.5658933633 48.1914849277)
11041004;52982;52982;LINESTRING(11.5964800202 48.1931321771,11.5964800202 48.1931321771)
10935021;118998;118998;LINESTRING(11.4627481482 48.1771839426,11.4627481482 48.1771839426)
10976004;2568;2568;LINESTRING(11.5020531663 48.1924496613,11.5020531663 48.1924496613)
10493002;128387;128387;LINESTRING(11.4935290954 48.16589901,11.4935290954 48.16589901)
10610003;60442;60442;LINESTRING(11.5655645832 48.1933398269,11.5655645832 48.1933398269)
10127014;78750;78750;LINESTRING(11.5118012834 48.1587544485,11.5118012834 48.1587544485)
10534009;120513;120513;LINESTRING(11.5217418766 48.0904828091,11.5217418766 48.0904828091)
106670010;137780;137780;LINESTRING(11.5412657238 48.1859755645,11.5412657238 48.1859755645)
14043030;41654;41654;LINESTRING(11.6256078273 48.215793444,11.6256078273 48.215793444)
10070002;75425;75425;LINESTRING(11.5787452516 48.1290692631,11.5787452516 48.1290692631)
10007009;69980;69980;LINESTRING(11.5562204348 48.1391456868,11.5562204348 48.1391456868)
11278003;130587;130587;LINESTRING(11.5991217383 48.1873114085,11.5991217383 48.1873114085)
11156006;152082;152082;LINESTRING(11.5661184252 48.1914930821,11.5661184252 48.1914930821)
10049009;134901;134901;LINESTRING(11.5500548885 48.1253830569,11.5500548885 48.1253830569)
11041005;145812;145812;LINESTRING(11.5959500419 48.1927976553,11.5959500419 48.1927976553)
10168001;19840;19840;LINESTRING(11.5029144863 48.1307043814,11.5029144863 48.1307043814)
4171022;41005;41005;LINESTRING(11.5989633302 48.1489895332,11.5989633302 48.1489895332)
14043031;41654;41654;LINESTRING(11.6255993589 48.2157779269,11.6255993589 48.2157779269)
10610004;149476;149476;LINESTRING(11.5656123607 48.1933415753,11.5656123607 48.1933415753)
10285004;129009;129009;LINESTRING(11.6156893997 48.1536123769,11.6156893997 48.1536123769)
10077008;106990;106990;LINESTRING(11.5533248289 48.1547634586,11.5533248289 48.1547634586)
10935022;118998;118998;LINESTRING(11.4627999278 48.1771949499,11.4627999278 48.1771949499)
4118012;156827;156827;LINESTRING(11.4686050882 48.1774244852,11.4686050882 48.1774244852)
10493003;167928;167928;LINESTRING(11.4927058751 48.1655235701,11.4927058751 48.1655235701)
10716009;14151;14151;LINESTRING(11.5357882786 48.1685184454,11.5357882786 48.1685184454)
11156007;152082;152082;LINESTRING(11.5661928385 48.1914957782,11.5661928385 48.1914957782)
10249005;118554;118554;LINESTRING(11.6101080686 48.185975047,11.6101080686 48.185975047)
10976005;2568;2568;LINESTRING(11.5020525472 48.1924457924,11.5020525472 48.1924457924)
10316001;64844;64844;LINESTRING(11.5649821466 48.1674546133,11.5649821466 48.1674546133)
10665013;105144;105144;LINESTRING(11.6170470156 48.199341069,11.6170470156 48.199341069)
14043032;41654;41654;LINESTRING(11.6255916939 48.2157638818,11.6255916939 48.2157638818)
10257007;133742;133742;LINESTRING(11.6139005775 48.1149613446,11.6139005775 48.1149613446)
11075009;31961;31961;LINESTRING(11.5749255654 48.1964284791,11.5749255654 48.1964284791)
10007029;91833;91833;LINESTRING(11.5559878253 48.1397853049,11.5559878253 48.1397853049)
11041006;106005;106005;LINESTRING(11.5970880499 48.1928084258,11.5970880499 48.1928084258)
4010022;637;637;LINESTRING(11.5801741025 48.1069003811,11.5801741025 48.1069003811)
10100001;9121;9121;LINESTRING(11.5841477825 48.1435508593,11.5841477825 48.1435508593)
4013022;111226;111226;LINESTRING(11.5369654231 48.1492013023,11.5369654231 48.1492013023)
11278004;129408;129408;LINESTRING(11.5988365288 48.1870985423,11.5988365288 48.1870985423)
11156008;128398;128398;LINESTRING(11.5656111603 48.1911519103,11.5656111603 48.1911519103)
106910004;134952;134952;LINESTRING(11.5534331512 48.1829560253,11.5534331512 48.1829560253)
14043034;41651;41651;LINESTRING(11.6252505239 48.2158397386,11.6252505239 48.2158397386)
10935023;118998;118998;LINESTRING(11.4628080468 48.1771966758,11.4628080468 48.1771966758)
10168002;19840;19840;LINESTRING(11.5029144601 48.1307034598,11.5029144601 48.1307034598)
10093001;113639;113639;LINESTRING(11.5579005182 48.1265943681,11.5579005182 48.1265943681)
10493004;14850;14850;LINESTRING(11.492522464 48.166094553,11.492522464 48.166094553)
10070003;83916;83916;LINESTRING(11.5789987017 48.1295224226,11.5789987017 48.1295224226)
10049010;56609;56609;LINESTRING(11.5501157229 48.124876892,11.5501157229 48.124876892)
11156009;128398;128398;LINESTRING(11.5656187206 48.1910923809,11.5656187206 48.1910923809)
4172011;104016;104016;LINESTRING(11.5191598849 48.1425773928,11.5191598849 48.1425773928)
10976006;83601;83601;LINESTRING(11.5015128099 48.1929485885,11.5015128099 48.1929485885)
14043035;41651;41651;LINESTRING(11.6252635433 48.2158630704,11.6252635433 48.2158630704)
10259001;129194;129194;LINESTRING(11.5863529471 48.16695701,11.5863529471 48.16695701)
10537016;102225;102225;LINESTRING(11.4555313418 48.1500068978,11.4555313418 48.1500068978)
10627001;106558;106558;LINESTRING(11.5853369826 48.2026575194,11.5853369826 48.2026575194)
10493005;74388;74388;LINESTRING(11.4944386802 48.1657535862,11.4944386802 48.1657535862)
10285005;22441;22441;LINESTRING(11.6154054598 48.1542931708,11.6154054598 48.1542931708)
4118013;31249;31249;LINESTRING(11.4677763491 48.1775375209,11.4677763491 48.1775375209)
11278005;129406;129406;LINESTRING(11.5988164068 48.1870164327,11.5988164068 48.1870164327)
10716010;14151;14151;LINESTRING(11.5356765347 48.1684743809,11.5356765347 48.1684743809)
10976007;83601;83601;LINESTRING(11.5013184226 48.1929735407,11.5013184226 48.1929735407)
10008001;89854;89854;LINESTRING(11.5467807027 48.1590228862,11.5467807027 48.1590228862)
11043001;60997;60997;LINESTRING(11.5545064955 48.1423997444,11.5545064955 48.1423997444)
11075010;43165;43165;LINESTRING(11.5760286502 48.1963588857,11.5760286502 48.1963588857)
10100002;9124;9124;LINESTRING(11.5840473565 48.1433500937,11.5840473565 48.1433500937)
11156010;128398;128398;LINESTRING(11.5656185313 48.1910938713,11.5656185313 48.1910938713)
10168003;19840;19840;LINESTRING(11.5029145446 48.1307064312,11.5029145446 48.1307064312)
10093002;129317;129317;LINESTRING(11.5584183751 48.1266595021,11.5584183751 48.1266595021)
10070004;113075;113075;LINESTRING(11.5796127107 48.129483503,11.5796127107 48.129483503)
110410001;106005;106005;LINESTRING(11.5972456435 48.1928101967,11.5972456435 48.1928101967)
14043036;41651;41651;LINESTRING(11.6252766749 48.2158866031,11.6252766749 48.2158866031)
10665014;105144;105144;LINESTRING(11.617045526 48.1993411284,11.617045526 48.1993411284)
10316002;64844;64844;LINESTRING(11.5649817307 48.1674502701,11.5649817307 48.1674502701)
10078001;69071;69071;LINESTRING(11.6085123981 48.136062727,11.6085123981 48.136062727)
10537017;102225;102225;LINESTRING(11.4555208247 48.1499938204,11.4555208247 48.1499938204)
4118014;31249;31249;LINESTRING(11.4677726063 48.1775376462,11.4677726063 48.1775376462)
4013023;145418;145418;LINESTRING(11.5368328749 48.1492125711,11.5368328749 48.1492125711)
10049011;56609;56609;LINESTRING(11.5510436137 48.1244832165,11.5510436137 48.1244832165)
4172021;104016;104016;LINESTRING(11.5191661499 48.1425960086,11.5191661499 48.1425960086)
10935024;81572;81572;LINESTRING(11.4618424379 48.1769590591,11.4618424379 48.1769590591)
10493006;74388;74388;LINESTRING(11.4944287729 48.1657568353,11.4944287729 48.1657568353)
10257008;133742;133742;LINESTRING(11.6138931337 48.1149718632,11.6138931337 48.1149718632)
10128001;34248;34248;LINESTRING(11.5885795413 48.1246158219,11.5885795413 48.1246158219)
10259002;129194;129194;LINESTRING(11.5863656573 48.1668129771,11.5863656573 48.1668129771)
10627002;31558;31558;LINESTRING(11.5857445606 48.2027213771,11.5857445606 48.2027213771)
14043037;139722;139722;LINESTRING(11.626328275 48.2170512657,11.626328275 48.2170512657)
11043002;65454;65454;LINESTRING(11.5534954977 48.1424865284,11.5534954977 48.1424865284)
10168004;89909;89909;LINESTRING(11.502586309 48.1309974931,11.502586309 48.1309974931)
10285006;4749;4749;LINESTRING(11.6160710335 48.1545447246,11.6160710335 48.1545447246)
10093003;129317;129317;LINESTRING(11.5584183578 48.1266631498,11.5584183578 48.1266631498)
11278006;105692;105692;LINESTRING(11.5983783191 48.1872948674,11.5983783191 48.1872948674)
11163001;137742;137742;LINESTRING(11.5986478647 48.1928245513,11.5986478647 48.1928245513)
10935025;81572;81572;LINESTRING(11.4618557748 48.1769640792,11.4618557748 48.1769640792)
11075011;4534;4534;LINESTRING(11.5754254294 48.1963968782,11.5754254294 48.1963968782)
10493007;167928;167928;LINESTRING(11.4927072638 48.1655192211,11.4927072638 48.1655192211)
10070005;113075;113075;LINESTRING(11.5797406685 48.1295491928,11.5797406685 48.1295491928)
10008002;89854;89854;LINESTRING(11.5467612566 48.1590129402,11.5467612566 48.1590129402)
10537018;108077;108077;LINESTRING(11.4555529315 48.1500333485,11.4555529315 48.1500333485)
10665016;87472;87472;LINESTRING(11.6161964773 48.1993558547,11.6161964773 48.1993558547)
11043003;65454;65454;LINESTRING(11.5536350944 48.1424568364,11.5536350944 48.1424568364)
10976008;83601;83601;LINESTRING(11.5013211363 48.1929731924,11.5013211363 48.1929731924)
4173011;4597;4597;LINESTRING(11.5872864657 48.2115418648,11.5872864657 48.2115418648)
10493008;167927;167927;LINESTRING(11.4927104881 48.1655048918,11.4927104881 48.1655048918)
10168005;119384;119384;LINESTRING(11.5027633291 48.1312674583,11.5027633291 48.1312674583)
11163002;137742;137742;LINESTRING(11.5986516218 48.1928242884,11.5986516218 48.1928242884)
10100003;9124;9124;LINESTRING(11.5840439447 48.1433432556,11.5840439447 48.1433432556)
10049015;104027;104027;LINESTRING(11.5494456752 48.1249340137,11.5494456752 48.1249340137)
11278007;105692;105692;LINESTRING(11.5981260219 48.1873204304,11.5981260219 48.1873204304)
10093004;147672;147672;LINESTRING(11.5588680793 48.1259867999,11.5588680793 48.1259867999)
10632001;37004;37004;LINESTRING(11.4525487544 48.1441232174,11.4525487544 48.1441232174)
4013024;145418;145418;LINESTRING(11.5368348966 48.149237808,11.5368348966 48.149237808)
10128002;34248;34248;LINESTRING(11.5886974804 48.1246820433,11.5886974804 48.1246820433)
10008003;22260;22260;LINESTRING(11.5471011085 48.1591901413,11.5471011085 48.1591901413)
4119011;31975;31975;LINESTRING(11.5840756718 48.1564332126,11.5840756718 48.1564332126)
4173012;4597;4597;LINESTRING(11.5872892916 48.2115560852,11.5872892916 48.2115560852)
11043004;65454;65454;LINESTRING(11.55342049 48.1425024825,11.55342049 48.1425024825)
10723001;74877;74877;LINESTRING(11.6019508379 48.1293832021,11.6019508379 48.1293832021)
10078002;69071;69071;LINESTRING(11.6085050647 48.1360606768,11.6085050647 48.1360606768)
10537019;102225;102225;LINESTRING(11.4555426974 48.1500210178,11.4555426974 48.1500210178)
10493009;87912;87912;LINESTRING(11.4925525329 48.165937843,11.4925525329 48.165937843)
11075012;4533;4533;LINESTRING(11.5754713091 48.1963940418,11.5754713091 48.1963940418)
10316003;127896;127896;LINESTRING(11.564405557 48.1679278349,11.564405557 48.1679278349)
10070006;113075;113075;LINESTRING(11.5796015386 48.1294777675,11.5796015386 48.1294777675)
11163003;128445;128445;LINESTRING(11.5993045578 48.1933035474,11.5993045578 48.1933035474)
10976009;156054;156054;LINESTRING(11.5018759285 48.1929150385,11.5018759285 48.1929150385)
10259003;129194;129194;LINESTRING(11.5863656745 48.1668127827,11.5863656745 48.1668127827)
10285007;4749;4749;LINESTRING(11.6160792343 48.1545534225,11.6160792343 48.1545534225)
10632002;37003;37003;LINESTRING(11.4528138547 48.144216623,11.4528138547 48.144216623)
10665018;87472;87472;LINESTRING(11.616274384 48.1993599649,11.616274384 48.1993599649)
10093005;80217;80217;LINESTRING(11.5589776664 48.1259466578,11.5589776664 48.1259466578)
11278008;105692;105692;LINESTRING(11.5981305131 48.1873199754,11.5981305131 48.1873199754)
4173013;4597;4597;LINESTRING(11.5872936122 48.2115778276,11.5872936122 48.2115778276)
10939003;2318;2318;LINESTRING(11.5413950523 48.1509484297,11.5413950523 48.1509484297)
10008004;22260;22260;LINESTRING(11.5469756879 48.1591240166,11.5469756879 48.1591240166)
10100004;167897;167897;LINESTRING(11.5840437779 48.1442293638,11.5840437779 48.1442293638)
11163005;57555;57555;LINESTRING(11.6000603578 48.1928532022,11.6000603578 48.1928532022)
10537020;131922;131922;LINESTRING(11.4549989635 48.1506493235,11.4549989635 48.1506493235)
10049016;104027;104027;LINESTRING(11.5494581082 48.1249435573,11.5494581082 48.1249435573)
4119012;31975;31975;LINESTRING(11.5840700585 48.1564212776,11.5840700585 48.1564212776)
10495001;103784;103784;LINESTRING(11.5701444128 48.1201937426,11.5701444128 48.1201937426)
10632003;103225;103225;LINESTRING(11.4527077877 48.1439764456,11.4527077877 48.1439764456)
4173021;105030;105030;LINESTRING(11.5874985291 48.2115634942,11.5874985291 48.2115634942)
10976010;156147;156147;LINESTRING(11.5024298023 48.1929780096,11.5024298023 48.1929780096)
10723002;74875;74875;LINESTRING(11.6019646705 48.1293675038,11.6019646705 48.1293675038)
10093006;147675;147675;LINESTRING(11.5585624397 48.1261161365,11.5585624397 48.1261161365)
10128003;7319;7319;LINESTRING(11.5889778926 48.1248396257,11.5889778926 48.1248396257)
4014011;11025;11025;LINESTRING(11.537570273 48.1596928514,11.537570273 48.1596928514)
11163006;57555;57555;LINESTRING(11.6000604535 48.1928532019,11.6000604535 48.1928532019)
11083001;43739;43739;LINESTRING(11.6949921 48.1212241,11.6949921 48.1212241)
10667001;22864;22864;LINESTRING(11.5421397273 48.1863712816,11.5421397273 48.1863712816)
11044001;48574;48574;LINESTRING(11.5460368343 48.1441802225,11.5460368343 48.1441802225)
10070007;9163;9163;LINESTRING(11.579557078 48.1290584526,11.579557078 48.1290584526)
4173022;105030;105030;LINESTRING(11.5874990572 48.2115662056,11.5874990572 48.2115662056)
10667002;22864;22864;LINESTRING(11.5421362952 48.18637162,11.5421362952 48.18637162)
11044002;48574;48574;LINESTRING(11.5460287974 48.1441819572,11.5460287974 48.1441819572)
10537021;57098;57098;LINESTRING(11.456055096 48.1511304835,11.456055096 48.1511304835)
10642002;64899;64899;LINESTRING(11.6294908261 48.1270765963,11.6294908261 48.1270765963)
4119013;31975;31975;LINESTRING(11.5840591793 48.1563981458,11.5840591793 48.1563981458)
10285008;4749;4749;LINESTRING(11.6160864287 48.154561053,11.6160864287 48.154561053)
4014012;145168;145168;LINESTRING(11.5375422539 48.1596718394,11.5375422539 48.1596718394)
10953001;109270;109270;LINESTRING(11.677044139 48.1400211074,11.677044139 48.1400211074)
10008005;128417;128417;LINESTRING(11.5477940204 48.1598377975,11.5477940204 48.1598377975)
11279001;105691;105691;LINESTRING(11.5934399064 48.1879076385,11.5934399064 48.1879076385)
11083002;43739;43739;LINESTRING(11.6949921 48.1212241,11.6949921 48.1212241)
10100006;167896;167896;LINESTRING(11.5840904127 48.1441958269,11.5840904127 48.1441958269)
10078003;69071;69071;LINESTRING(11.6087367763 48.1361254535,11.6087367763 48.1361254535)
10093007;60958;60958;LINESTRING(11.55793524 48.126081461,11.55793524 48.126081461)
10997001;1492;1492;LINESTRING(11.4581794748 48.2065102498,11.4581794748 48.2065102498)
10495002;59014;59014;LINESTRING(11.5703194971 48.120683659,11.5703194971 48.120683659)
10259004;126166;126166;LINESTRING(11.5857031109 48.1672829182,11.5857031109 48.1672829182)
10128004;20670;20670;LINESTRING(11.5886647241 48.1250903238,11.5886647241 48.1250903238)
10723003;3861;3861;LINESTRING(11.6020800846 48.1292483378,11.6020800846 48.1292483378)
10049017;4187;4187;LINESTRING(11.5493716927 48.1252652604,11.5493716927 48.1252652604)
10316004;127896;127896;LINESTRING(11.5644115757 48.1679269445,11.5644115757 48.1679269445)
4173023;105030;105030;LINESTRING(11.5874984512 48.2115630942,11.5874984512 48.2115630942)
11044003;56482;56482;LINESTRING(11.5452941539 48.1439666529,11.5452941539 48.1439666529)
10008006;51051;51051;LINESTRING(11.5480587893 48.1599305348,11.5480587893 48.1599305348)
4014013;145168;145168;LINESTRING(11.5375421773 48.1596704108,11.5375421773 48.1596704108)
10093008;60958;60958;LINESTRING(11.5579265473 48.1260754523,11.5579265473 48.1260754523)
10537022;57098;57098;LINESTRING(11.4560333985 48.1510408134,11.4560333985 48.1510408134)
10667003;22864;22864;LINESTRING(11.5419362354 48.1863913438,11.5419362354 48.1863913438)
10647001;72311;72311;LINESTRING(11.6050755534 48.2005816997,11.6050755534 48.2005816997)
11279002;105691;105691;LINESTRING(11.5934360682 48.1879079066,11.5934360682 48.1879079066)
10495003;3991;3991;LINESTRING(11.5709518532 48.1208362095,11.5709518532 48.1208362095)
11083003;43739;43739;LINESTRING(11.6949921 48.1212241,11.6949921 48.1212241)
10070008;9163;9163;LINESTRING(11.5795467193 48.1290673356,11.5795467193 48.1290673356)
10953002;32257;32257;LINESTRING(11.6780142042 48.1404173793,11.6780142042 48.1404173793)
4119014;31975;31975;LINESTRING(11.5840632378 48.1564067753,11.5840632378 48.1564067753)
10997002;52228;52228;LINESTRING(11.4576083215 48.2057107648,11.4576083215 48.2057107648)
10100007;87403;87403;LINESTRING(11.5850126134 48.1438791217,11.5850126134 48.1438791217)
11044004;89673;89673;LINESTRING(11.5448468133 48.1443172788,11.5448468133 48.1443172788)
10008007;128418;128418;LINESTRING(11.5478463881 48.1598162771,11.5478463881 48.1598162771)
10647002;72311;72311;LINESTRING(11.6050763568 48.2005815956,11.6050763568 48.2005815956)
10723004;3861;3861;LINESTRING(11.6020884723 48.1292427268,11.6020884723 48.1292427268)
4014014;10310;10310;LINESTRING(11.5374201406 48.1596823734,11.5374201406 48.1596823734)
10495004;4012;4012;LINESTRING(11.57062729 48.1204503995,11.57062729 48.1204503995)
10128005;76968;76968;LINESTRING(11.5893471565 48.1250070941,11.5893471565 48.1250070941)
10093009;113639;113639;LINESTRING(11.5578866753 48.1266073647,11.5578866753 48.1266073647)
10667004;22864;22864;LINESTRING(11.5419331757 48.1863916454,11.5419331757 48.1863916454)
10285009;132125;132125;LINESTRING(11.615886301 48.154334545,11.615886301 48.154334545)
