;id;opath;cpath;mgeom;lon;lat;flow
92;10039001;27949;27949;LINESTRING(11.5799702643 48.1154486026,11.5799702643 48.1154486026);11.5799702643;48.1154486026;5
93;10070002;2212;2212;LINESTRING(11.5787452516 48.1290692631,11.5787452516 48.1290692631);11.5787452516;48.1290692631;16
94;4097011;1337;1337;LINESTRING(11.5481088282 48.1121738034,11.5481088282 48.1121738034);11.5481088282;48.1121738034;15
95;10253003;10997;10997;LINESTRING(11.6175431803 48.1148464626,11.6175431803 48.1148464626);11.6175431803;48.1148464626;37
96;4160011;2982;2982;LINESTRING(11.6151265327 48.1410327189,11.6151265327 48.1410327189);11.6151265327;48.1410327189;8
97;4005011;7142;7142;LINESTRING(11.5928613469 48.1754924001,11.5928613469 48.1754924001);11.5928613469;48.1754924001;30
98;10113005;30268;30268;LINESTRING(11.5971553859 48.1497705203,11.5971553859 48.1497705203);11.5971553859;48.1497705203;4
99;10495002;2224;2224;LINESTRING(11.5703194971 48.120683659,11.5703194971 48.120683659);11.5703194971;48.120683659;3
100;10128029;4460;4460;LINESTRING(11.5890807498 48.1248886416,11.5890807498 48.1248886416);11.5890807498;48.1248886416;2
101;4060011;1173;1173;LINESTRING(11.6901957965 48.135976343,11.6901957965 48.135976343);11.6901957965;48.135976343;15
102;4133011;36099;36099;LINESTRING(11.5957525857 48.141031702,11.5957525857 48.141031702);11.5957525857;48.141031702;29
103;10285004;7236;7236;LINESTRING(11.6156893997 48.1536123769,11.6156893997 48.1536123769);11.6156893997;48.1536123769;12
104;10285021;14259;14259;LINESTRING(11.6154973597 48.153867332,11.6154973597 48.153867332);11.6154973597;48.153867332;11
105;4119011;10654;10654;LINESTRING(11.5840756718 48.1564332126,11.5840756718 48.1564332126);11.5840756718;48.1564332126;33
106;4102013;7261;7261;LINESTRING(11.6154326861 48.1428745927,11.6154326861 48.1428745927);11.6154326861;48.1428745927;35
107;4172011;7792;7792;LINESTRING(11.5191598849 48.1425773928,11.5191598849 48.1425773928);11.5191598849;48.1425773928;27
108;11017003;13952;13952;LINESTRING(11.6270360407 48.1414110351,11.6270360407 48.1414110351);11.6270360407;48.1414110351;6
109;4066012;4895;4895;LINESTRING(11.7026926165 48.1335300684,11.7026926165 48.1335300684);11.7026926165;48.1335300684;14
110;11178002;5378;5378;LINESTRING(11.5972178635 48.1357512358,11.5972178635 48.1357512358);11.5972178635;48.1357512358;18
111;10075002;34161;34161;LINESTRING(11.5625936374 48.1439532856,11.5625936374 48.1439532856);11.5625936374;48.1439532856;1
112;10199008;30472;30472;LINESTRING(11.6025563386 48.1160035109,11.6025563386 48.1160035109);11.6025563386;48.1160035109;9
113;4106011;25344;25344;LINESTRING(11.6181150229 48.1372297991,11.6181150229 48.1372297991);11.6181150229;48.1372297991;27
114;10518010;13208;13208;LINESTRING(11.5820518681 48.1175300461,11.5820518681 48.1175300461);11.5820518681;48.1175300461;17
115;4111011;30329;30329;LINESTRING(11.5493765913 48.190766953,11.5493765913 48.190766953);11.5493765913;48.190766953;25
116;10011002;10654;10654;LINESTRING(11.5842633597 48.15683228,11.5842633597 48.15683228);11.5842633597;48.15683228;43
117;4005012;7142;7142;LINESTRING(11.5928654447 48.1754905848,11.5928654447 48.1754905848);11.5928654447;48.1754905848;42
118;10933003;19514;19514;LINESTRING(11.4868908635 48.1796529036,11.4868908635 48.1796529036);11.4868908635;48.1796529036;7
119;11273002;26591;26591;LINESTRING(11.5563031049 48.161358631,11.5563031049 48.161358631);11.5563031049;48.161358631;12
120;11113008;7318;7318;LINESTRING(11.5481639451 48.1358605532,11.5481639451 48.1358605532);11.5481639451;48.1358605532;8
121;4100011;1722;1722;LINESTRING(11.6153755792 48.1295953193,11.6153755792 48.1295953193);11.6153755792;48.1295953193;64
122;4022011;1195;1195;LINESTRING(11.6572707296 48.1294526244,11.6572707296 48.1294526244);11.6572707296;48.1294526244;12
123;4013011;30365;30365;LINESTRING(11.5365797569 48.1491705878,11.5365797569 48.1491705878);11.5365797569;48.1491705878;18
124;10534004;26734;26734;LINESTRING(11.5206019325 48.090521156,11.5206019325 48.090521156);11.5206019325;48.090521156;2
125;4014011;7003;7003;LINESTRING(11.537570273 48.1596928514,11.537570273 48.1596928514);11.537570273;48.1596928514;17
126;10039002;34497;34497;LINESTRING(11.5804208337 48.1161315158,11.5804208337 48.1161315158);11.5804208337;48.1161315158;16
127;4005013;34651;34651;LINESTRING(11.5929111996 48.1755851648,11.5929111996 48.1755851648);11.5929111996;48.1755851648;2
128;10285006;3320;3320;LINESTRING(11.6160705847 48.1545442485,11.6160705847 48.1545442485);11.6160705847;48.1545442485;7
129;4138011;30541;30541;LINESTRING(11.5011323625 48.1032445155,11.5011323625 48.1032445155);11.5011323625;48.1032445155;3
130;10280002;14935;14935;LINESTRING(11.6131956788 48.1242303531,11.6131956788 48.1242303531);11.6131956788;48.1242303531;19
131;10204001;5685;5685;LINESTRING(11.5746596133 48.1332278271,11.5746596133 48.1332278271);11.5746596133;48.1332278271;1
132;4007014;28675;28675;LINESTRING(11.5608016164 48.1867876722,11.5608016164 48.1867876722);11.5608016164;48.1867876722;71
133;10495003;2234;2234;LINESTRING(11.5709518532 48.1208362095,11.5709518532 48.1208362095);11.5709518532;48.1208362095;7
134;10460003;1619;1619;LINESTRING(11.5258547405 48.0779003947,11.5258547405 48.0779003947);11.5258547405;48.0779003947;6
135;11056002;7081;7081;LINESTRING(11.5644750884 48.1640922853,11.5644750884 48.1640922853);11.5644750884;48.1640922853;20
136;4130011;5148;5148;LINESTRING(11.6725500285 48.0867227073,11.6725500285 48.0867227073);11.6725500285;48.0867227073;27
137;10417002;20825;20825;LINESTRING(11.4954548403 48.1122577046,11.4954548403 48.1122577046);11.4954548403;48.1122577046;22
138;10416005;7100;7100;LINESTRING(11.5739810778 48.1781255947,11.5739810778 48.1781255947);11.5739810778;48.1781255947;3
139;14043047;29436;29436;LINESTRING(11.6271859701 48.2203830835,11.6271859701 48.2203830835);11.6271859701;48.2203830835;1
140;4119012;10654;10654;LINESTRING(11.5840700585 48.1564212776,11.5840700585 48.1564212776);11.5840700585;48.1564212776;54
141;4152011;30698;30698;LINESTRING(11.4701352714 48.1774303777,11.4701352714 48.1774303777);11.4701352714;48.1774303777;16
142;10285022;14259;14259;LINESTRING(11.6155041784 48.1538757904,11.6155041784 48.1538757904);11.6155041784;48.1538757904;23
143;11320001;19645;19645;LINESTRING(11.4669604731 48.1901461415,11.4669604731 48.1901461415);11.4669604731;48.1901461415;2
144;10129001;9499;9499;LINESTRING(11.5382522768 48.1005945887,11.5382522768 48.1005945887);11.5382522768;48.1005945887;1
145;4070011;1796;1796;LINESTRING(11.7141230788 48.1344851247,11.7141230788 48.1344851247);11.7141230788;48.1344851247;11
146;11140002;9125;9125;LINESTRING(11.561002236 48.1533415155,11.561002236 48.1533415155);11.561002236;48.1533415155;12
147;11273003;26591;26591;LINESTRING(11.5566640096 48.1613537927,11.5566640096 48.1613537927);11.5566640096;48.1613537927;3
148;4148011;7262;7262;LINESTRING(11.6152453645 48.1356518285,11.6152453645 48.1356518285);11.6152453645;48.1356518285;43
149;4060012;1173;1173;LINESTRING(11.6901957965 48.135976343,11.6901957965 48.135976343);11.6901957965;48.135976343;13
150;4160021;7261;7261;LINESTRING(11.6151527618 48.1410342004,11.6151527618 48.1410342004);11.6151527618;48.1410342004;10
151;4111012;30329;30329;LINESTRING(11.5493662069 48.1907831283,11.5493662069 48.1907831283);11.5493662069;48.1907831283;2
152;4047011;13684;13684;LINESTRING(11.6901212376 48.1391484039,11.6901212376 48.1391484039);11.6901212376;48.1391484039;6
153;10199009;2293;2293;LINESTRING(11.6022974991 48.1152957484,11.6022974991 48.1152957484);11.6022974991;48.1152957484;4
154;4167011;692;692;LINESTRING(11.5349133214 48.1452645474,11.5349133214 48.1452645474);11.5349133214;48.1452645474;16
155;10236001;445;445;LINESTRING(11.5336943599 48.1350109978,11.5336943599 48.1350109978);11.5336943599;48.1350109978;5
156;10560006;29178;29178;LINESTRING(11.6294769319 48.1540776054,11.6294769319 48.1540776054);11.6294769319;48.1540776054;2
157;4133012;36099;36099;LINESTRING(11.5957656335 48.1410600456,11.5957656335 48.1410600456);11.5957656335;48.1410600456;43
158;10519002;7459;7459;LINESTRING(11.5663826362 48.1850229691,11.5663826362 48.1850229691);11.5663826362;48.1850229691;18
159;4005014;34651;34651;LINESTRING(11.5929435939 48.1755722092,11.5929435939 48.1755722092);11.5929435939;48.1755722092;4
160;4140011;9027;9027;LINESTRING(11.572489046 48.1073324641,11.572489046 48.1073324641);11.572489046;48.1073324641;3
161;4102021;1555;1555;LINESTRING(11.6152708949 48.1428536077,11.6152708949 48.1428536077);11.6152708949;48.1428536077;102
162;4083011;1181;1181;LINESTRING(11.6710648683 48.1349448047,11.6710648683 48.1349448047);11.6710648683;48.1349448047;20
163;10280003;8082;8082;LINESTRING(11.6125767143 48.1247077231,11.6125767143 48.1247077231);11.6125767143;48.1247077231;6
164;4146011;28367;28367;LINESTRING(11.6332041192 48.1352767875,11.6332041192 48.1352767875);11.6332041192;48.1352767875;20
165;11122001;791;791;LINESTRING(11.4583634561 48.1948043502,11.4583634561 48.1948043502);11.4583634561;48.1948043502;4
166;10253006;14828;14828;LINESTRING(11.6178902105 48.1158761477,11.6178902105 48.1158761477);11.6178902105;48.1158761477;39
167;10070003;5687;5687;LINESTRING(11.5789986701 48.1295223812,11.5789986701 48.1295223812);11.5789986701;48.1295223812;7
168;4172021;7792;7792;LINESTRING(11.5191661499 48.1425960086,11.5191661499 48.1425960086);11.5191661499;48.1425960086;24
169;4157012;30620;30620;LINESTRING(11.5714787734 48.1106980823,11.5714787734 48.1106980823);11.5714787734;48.1106980823;11
170;4061011;1175;1175;LINESTRING(11.6903297738 48.1350223162,11.6903297738 48.1350223162);11.6903297738;48.1350223162;15
171;4130021;5148;5148;LINESTRING(11.6726014748 48.0867027473,11.6726014748 48.0867027473);11.6726014748;48.0867027473;14
172;4106021;25258;25258;LINESTRING(11.6180624542 48.1371082788,11.6180624542 48.1371082788);11.6180624542;48.1371082788;34
173;10743001;35385;35385;LINESTRING(11.6456590139 48.0966445372,11.6456590139 48.0966445372);11.6456590139;48.0966445372;24
174;11056003;2606;2606;LINESTRING(11.5644434493 48.1645434358,11.5644434493 48.1645434358);11.5644434493;48.1645434358;6
175;10416006;7100;7100;LINESTRING(11.5739813846 48.1781255803,11.5739813846 48.1781255803);11.5739813846;48.1781255803;1
176;4138012;30541;30541;LINESTRING(11.5011408456 48.1032658995,11.5011408456 48.1032658995);11.5011408456;48.1032658995;20
177;10075004;3433;3433;LINESTRING(11.5629477284 48.1444982632,11.5629477284 48.1444982632);11.5629477284;48.1444982632;2
178;10836001;3142;3142;LINESTRING(11.4608495381 48.1441107114,11.4608495381 48.1441107114);11.4608495381;48.1441107114;9
179;10275005;4800;4800;LINESTRING(11.5528483469 48.1618483533,11.5528483469 48.1618483533);11.5528483469;48.1618483533;22
180;4013012;30365;30365;LINESTRING(11.5365795904 48.1491682344,11.5365795904 48.1491682344);11.5365795904;48.1491682344;43
181;4100012;1722;1722;LINESTRING(11.6153755053 48.1295970375,11.6153755053 48.1295970375);11.6153755053;48.1295970375;24
182;4035012;1535;1535;LINESTRING(11.5741816447 48.1779465831,11.5741816447 48.1779465831);11.5741816447;48.1779465831;4
183;10560007;29178;29178;LINESTRING(11.6294613399 48.1539931575,11.6294613399 48.1539931575);11.6294613399;48.1539931575;1
184;10534005;32910;32910;LINESTRING(11.5212636205 48.0909532101,11.5212636205 48.0909532101);11.5212636205;48.0909532101;9
185;10582002;12657;12657;LINESTRING(11.5643464183 48.2011176497,11.5643464183 48.2011176497);11.5643464183;48.2011176497;31
186;4097012;1337;1337;LINESTRING(11.5481071991 48.1121736632,11.5481071991 48.1121736632);11.5481071991;48.1121736632;92
187;4140012;9027;9027;LINESTRING(11.5725149305 48.1073532033,11.5725149305 48.1073532033);11.5725149305;48.1073532033;12
188;4005015;34651;34651;LINESTRING(11.5929383371 48.1755742267,11.5929383371 48.1755742267);11.5929383371;48.1755742267;89
189;10204002;5685;5685;LINESTRING(11.5746816836 48.1332442778,11.5746816836 48.1332442778);11.5746816836;48.1332442778;4
190;10070004;2210;2210;LINESTRING(11.5796127107 48.129483503,11.5796127107 48.129483503);11.5796127107;48.129483503;30
191;10280004;8060;8060;LINESTRING(11.6131288383 48.125020391,11.6131288383 48.125020391);11.6131288383;48.125020391;20
192;11273004;33727;33727;LINESTRING(11.5569199654 48.1616781965,11.5569199654 48.1616781965);11.5569199654;48.1616781965;3
193;11152001;21621;21621;LINESTRING(11.4675528165 48.1403380558,11.4675528165 48.1403380558);11.4675528165;48.1403380558;9
194;4161011;7377;7377;LINESTRING(11.6147812596 48.129371234,11.6147812596 48.129371234);11.6147812596;48.129371234;5
195;11338011;15526;15526;LINESTRING(11.5330496275 48.2083425459,11.5330496275 48.2083425459);11.5330496275;48.2083425459;18
196;10236002;446;446;LINESTRING(11.534344222 48.1349640038,11.534344222 48.1349640038);11.534344222;48.1349640038;9
197;11337001;11283;11283;LINESTRING(11.5300178159 48.1289899154,11.5300178159 48.1289899154);11.5300178159;48.1289899154;3
198;10498001;8682;8682;LINESTRING(11.5282052696 48.1476752487,11.5282052696 48.1476752487);11.5282052696;48.1476752487;22
199;4102022;1555;1555;LINESTRING(11.6152708949 48.1428536077,11.6152708949 48.1428536077);11.6152708949;48.1428536077;36
200;10460004;28166;28166;LINESTRING(11.5262940547 48.0778144482,11.5262940547 48.0778144482);11.5262940547;48.0778144482;2
201;4097013;7354;7354;LINESTRING(11.5481126424 48.112113815,11.5481126424 48.112113815);11.5481126424;48.112113815;37
202;10519003;7459;7459;LINESTRING(11.5663830767 48.1850197647,11.5663830767 48.1850197647);11.5663830767;48.1850197647;11
203;10011003;11947;11947;LINESTRING(11.5839512507 48.1573465534,11.5839512507 48.1573465534);11.5839512507;48.1573465534;4
204;10416008;28619;28619;LINESTRING(11.5728186491 48.1774443731,11.5728186491 48.1774443731);11.5728186491;48.1774443731;17
205;4153014;34096;34096;LINESTRING(11.4564315292 48.1518997218,11.4564315292 48.1518997218);11.4564315292;48.1518997218;7
206;4152012;19505;19505;LINESTRING(11.4701120089 48.1775241273,11.4701120089 48.1775241273);11.4701120089;48.1775241273;5
207;11122002;791;791;LINESTRING(11.4581923462 48.1949576418,11.4581923462 48.1949576418);11.4581923462;48.1949576418;4
208;4167012;692;692;LINESTRING(11.5349331365 48.1453037248,11.5349331365 48.1453037248);11.5349331365;48.1453037248;40
209;4131011;4332;4332;LINESTRING(11.6407014206 48.1058694076,11.6407014206 48.1058694076);11.6407014206;48.1058694076;31
210;10280005;8060;8060;LINESTRING(11.613128997 48.1250217355,11.613128997 48.1250217355);11.613128997;48.1250217355;29
211;4107011;34109;34109;LINESTRING(11.4939895042 48.1990439217,11.4939895042 48.1990439217);11.4939895042;48.1990439217;31
212;4070012;1796;1796;LINESTRING(11.7141169212 48.1344814102,11.7141169212 48.1344814102);11.7141169212;48.1344814102;5
213;4119013;10654;10654;LINESTRING(11.5840591793 48.1563981458,11.5840591793 48.1563981458);11.5840591793;48.1563981458;47
214;10836002;3143;3143;LINESTRING(11.4612703113 48.1439909707,11.4612703113 48.1439909707);11.4612703113;48.1439909707;4
215;10253007;14828;14828;LINESTRING(11.6178940551 48.1158842814,11.6178940551 48.1158842814);11.6178940551;48.1158842814;64
216;11056004;4763;4763;LINESTRING(11.5640472318 48.1645822683,11.5640472318 48.1645822683);11.5640472318;48.1645822683;1
217;4087011;29410;29410;LINESTRING(11.6733866939 48.1373931975,11.6733866939 48.1373931975);11.6733866939;48.1373931975;3
218;10113006;30268;30268;LINESTRING(11.5968803315 48.1498955336,11.5968803315 48.1498955336);11.5968803315;48.1498955336;2
219;4157021;7327;7327;LINESTRING(11.5713457446 48.1108073438,11.5713457446 48.1108073438);11.5713457446;48.1108073438;10
220;4014012;3556;3556;LINESTRING(11.5375422539 48.1596718394,11.5375422539 48.1596718394);11.5375422539;48.1596718394;97
221;10070005;2210;2210;LINESTRING(11.5797406685 48.1295491928,11.5797406685 48.1295491928);11.5797406685;48.1295491928;31
222;4005016;34651;34651;LINESTRING(11.5929330803 48.1755762442,11.5929330803 48.1755762442);11.5929330803;48.1755762442;24
223;4061012;1175;1175;LINESTRING(11.6903299807 48.1350208634,11.6903299807 48.1350208634);11.6903299807;48.1350208634;29
224;4097021;326;326;LINESTRING(11.5481123597 48.1120529299,11.5481123597 48.1120529299);11.5481123597;48.1120529299;12
225;11178005;28297;28297;LINESTRING(11.5979295257 48.1360571129,11.5979295257 48.1360571129);11.5979295257;48.1360571129;14
226;10582003;10423;10423;LINESTRING(11.5641001268 48.2017668234,11.5641001268 48.2017668234);11.5641001268;48.2017668234;13
227;11017004;13613;13613;LINESTRING(11.627277945 48.1418903811,11.627277945 48.1418903811);11.627277945;48.1418903811;8
228;10534006;32910;32910;LINESTRING(11.5212689277 48.0909635008,11.5212689277 48.0909635008);11.5212689277;48.0909635008;17
229;4035013;7101;7101;LINESTRING(11.5741814412 48.1780286961,11.5741814412 48.1780286961);11.5741814412;48.1780286961;2
230;4173011;19328;19328;LINESTRING(11.5872864657 48.2115418648,11.5872864657 48.2115418648);11.5872864657;48.2115418648;6
231;4148021;7187;7187;LINESTRING(11.6154091825 48.1358479612,11.6154091825 48.1358479612);11.6154091825;48.1358479612;37
232;10933004;19514;19514;LINESTRING(11.4868974857 48.1796528881,11.4868974857 48.1796528881);11.4868974857;48.1796528881;6
233;4146021;28367;28367;LINESTRING(11.6332130998 48.1353048995,11.6332130998 48.1353048995);11.6332130998;48.1353048995;20
234;11337002;25331;25331;LINESTRING(11.5302475973 48.1293279045,11.5302475973 48.1293279045);11.5302475973;48.1293279045;2
235;4161012;7377;7377;LINESTRING(11.614793497 48.1293905503,11.614793497 48.1293905503);11.614793497;48.1293905503;5
236;10199010;2293;2293;LINESTRING(11.6022961889 48.1153012168,11.6022961889 48.1153012168);11.6022961889;48.1153012168;9
237;10184002;11574;11574;LINESTRING(11.5687126565 48.1612069822,11.5687126565 48.1612069822);11.5687126565;48.1612069822;20
238;4007015;28675;28675;LINESTRING(11.5608020856 48.1867877141,11.5608020856 48.1867877141);11.5608020856;48.1867877141;27
239;4047012;35870;35870;LINESTRING(11.6900645223 48.1392439967,11.6900645223 48.1392439967);11.6900645223;48.1392439967;3
240;10417003;20825;20825;LINESTRING(11.4949220373 48.1122754225,11.4949220373 48.1122754225);11.4949220373;48.1122754225;11
241;4152021;19505;19505;LINESTRING(11.4700960995 48.1775234514,11.4700960995 48.1775234514);11.4700960995;48.1775234514;17
242;4097022;326;326;LINESTRING(11.5481099452 48.1120527448,11.5481099452 48.1120527448);11.5481099452;48.1120527448;86
243;4014013;3556;3556;LINESTRING(11.5375421773 48.1596704108,11.5375421773 48.1596704108);11.5375421773;48.1596704108;42
244;4022012;1195;1195;LINESTRING(11.6572832791 48.1294678997,11.6572832791 48.1294678997);11.6572832791;48.1294678997;8
245;4167021;681;681;LINESTRING(11.534724947 48.1405179182,11.534724947 48.1405179182);11.534724947;48.1405179182;52
