id;opath;cpath;mgeom
10285023;14259;14259;LINESTRING(11.6155132366 48.153887027,11.6155132366 48.153887027)
4133021;8774;8774;LINESTRING(11.5962209137 48.1420493834,11.5962209137 48.1420493834)
4100021;28357;28357;LINESTRING(11.6152263039 48.1295803218,11.6152263039 48.1295803218)
10518009;12883;12883;LINESTRING(11.5816128657 48.1171281105,11.5816128657 48.1171281105)
4140022;9028;9028;LINESTRING(11.5726516054 48.1072715454,11.5726516054 48.1072715454)
4111014;30329;30329;LINESTRING(11.549357621 48.1907965022,11.549357621 48.1907965022)
4025011;33690;33690;LINESTRING(11.5393046089 48.0917992589,11.5393046089 48.0917992589)
10560008;14274;14274;LINESTRING(11.6303612209 48.1535072811,11.6303612209 48.1535072811)
10253008;14828;14828;LINESTRING(11.6178975514 48.1158916782,11.6178975514 48.1158916782)
4037012;25321;25321;LINESTRING(11.5866416605 48.177413512,11.5866416605 48.177413512)
11152003;22298;22298;LINESTRING(11.4678602745 48.1403437297,11.4678602745 48.1403437297)
11273006;7077;7077;LINESTRING(11.5575398412 48.1615066521,11.5575398412 48.1615066521)
10199001;30308;30308;LINESTRING(11.6015887525 48.1154408964,11.6015887525 48.1154408964)
4072011;1754;1754;LINESTRING(11.6859606796 48.1421719569,11.6859606796 48.1421719569)
4119014;10654;10654;LINESTRING(11.5840632378 48.1564067753,11.5840632378 48.1564067753)
4157023;7327;7327;LINESTRING(11.5713115082 48.1108110576,11.5713115082 48.1108110576)
4006011;2679;2679;LINESTRING(11.5704485297 48.1873731022,11.5704485297 48.1873731022)
10075005;3433;3433;LINESTRING(11.5628996798 48.1444251175,11.5628996798 48.1444251175)
10838002;18792;18792;LINESTRING(11.5082907218 48.1710471187,11.5082907218 48.1710471187)
4014014;6503;6503;LINESTRING(11.5374201406 48.1596823734,11.5374201406 48.1596823734)
10743003;26940;26940;LINESTRING(11.6466020617 48.0969085162,11.6466020617 48.0969085162)
10597001;28326;28326;LINESTRING(11.5885576672 48.1411688024,11.5885576672 48.1411688024)
4099011;1595;1595;LINESTRING(11.5924177758 48.1422732165,11.5924177758 48.1422732165)
4108011;3001;3001;LINESTRING(11.6243087173 48.1957973879,11.6243087173 48.1957973879)
11338010;15527;15527;LINESTRING(11.532782594 48.2088140844,11.532782594 48.2088140844)
4173013;19328;19328;LINESTRING(11.5872936122 48.2115778276,11.5872936122 48.2115778276)
10534008;26777;26777;LINESTRING(11.5216883632 48.0904830637,11.5216883632 48.0904830637)
4147011;325;325;LINESTRING(11.5658619436 48.1128394996,11.5658619436 48.1128394996)
4009012;25987;25987;LINESTRING(11.5403767266 48.1831466767,11.5403767266 48.1831466767)
4013021;7009;7009;LINESTRING(11.5369658695 48.14920621,11.5369658695 48.14920621)
10011007;10670;10670;LINESTRING(11.5846447184 48.1576494431,11.5846447184 48.1576494431)
10062007;18712;18712;LINESTRING(11.6156938777 48.1901893467,11.6156938777 48.1901893467)
10416010;28619;28619;LINESTRING(11.5728290848 48.1774873654,11.5728290848 48.1774873654)
4027011;781;781;LINESTRING(11.5384883528 48.1713969086,11.5384883528 48.1713969086)
4138014;30542;30542;LINESTRING(11.5014202476 48.1031197666,11.5014202476 48.1031197666)
11122004;790;790;LINESTRING(11.4576028712 48.1950789267,11.4576028712 48.1950789267)
10597002;12478;12478;LINESTRING(11.5890701508 48.1410962382,11.5890701508 48.1410962382)
10204005;25536;25536;LINESTRING(11.5738682959 48.1326512795,11.5738682959 48.1326512795)
4168021;414;414;LINESTRING(11.4661114156 48.1486672131,11.4661114156 48.1486672131)
10933006;14282;14282;LINESTRING(11.4879628908 48.179520086,11.4879628908 48.179520086)
10460005;28166;28166;LINESTRING(11.5263519427 48.0778914021,11.5263519427 48.0778914021)
10560009;14274;14274;LINESTRING(11.6303604987 48.1535073131,11.6303604987 48.1535073131)
10280029;14935;14935;LINESTRING(11.6132097079 48.1243518658,11.6132097079 48.1243518658)
11178008;1150;1150;LINESTRING(11.5985822285 48.1357207578,11.5985822285 48.1357207578)
4147012;325;325;LINESTRING(11.5658570889 48.112840069,11.5658570889 48.112840069)
10531001;13240;13240;LINESTRING(11.58695897 48.1230478254,11.58695897 48.1230478254)
10275006;4800;4800;LINESTRING(11.5528483725 48.1618493527,11.5528483725 48.1618493527)
10070007;2211;2211;LINESTRING(11.579557078 48.1290584526,11.579557078 48.1290584526)
4150012;1541;1541;LINESTRING(11.5948282023 48.1746418391,11.5948282023 48.1746418391)
10285010;3320;3320;LINESTRING(11.6160088798 48.154478803,11.6160088798 48.154478803)
4158011;29493;29493;LINESTRING(11.5368365834 48.1529270132,11.5368365834 48.1529270132)
10416011;7101;7101;LINESTRING(11.5721889323 48.1778540211,11.5721889323 48.1778540211)
14043050;29441;29441;LINESTRING(11.6260814563 48.2212084406,11.6260814563 48.2212084406)
10534009;26777;26777;LINESTRING(11.5217418766 48.0904828091,11.5217418766 48.0904828091)
4006012;2679;2679;LINESTRING(11.5704180347 48.1873720915,11.5704180347 48.1873720915)
4153021;28448;28448;LINESTRING(11.4565502443 48.1518000794,11.4565502443 48.1518000794)
4072012;1754;1754;LINESTRING(11.6859658188 48.1421645427,11.6859658188 48.1421645427)
11028002;2621;2621;LINESTRING(11.5812131243 48.167141554,11.5812131243 48.167141554)
4049012;1766;1766;LINESTRING(11.6881105763 48.1383037497,11.6881105763 48.1383037497)
10743004;7952;7952;LINESTRING(11.6471890209 48.0962142734,11.6471890209 48.0962142734)
10280030;8082;8082;LINESTRING(11.6125776321 48.1247076892,11.6125776321 48.1247076892)
4108012;3001;3001;LINESTRING(11.6243163969 48.1958088775,11.6243163969 48.1958088775)
4161022;28603;28603;LINESTRING(11.6149268176 48.1292085804,11.6149268176 48.1292085804)
10866004;12858;12858;LINESTRING(11.5904838569 48.1237515094,11.5904838569 48.1237515094)
4138021;30545;30545;LINESTRING(11.5027808257 48.1036387087,11.5027808257 48.1036387087)
10248002;33886;33886;LINESTRING(11.4660167636 48.1461612978,11.4660167636 48.1461612978)
10416012;7099;7099;LINESTRING(11.5721868951 48.1778640726,11.5721868951 48.1778640726)
4088011;26999;26999;LINESTRING(11.6726213307 48.1371810212,11.6726213307 48.1371810212)
4014015;6503;6503;LINESTRING(11.537420292 48.1596843783,11.537420292 48.1596843783)
10460006;33623;33623;LINESTRING(11.5261981227 48.0776886871,11.5261981227 48.0776886871)
10075006;2515;2515;LINESTRING(11.5632908007 48.1440284106,11.5632908007 48.1440284106)
4099012;1595;1595;LINESTRING(11.5924220987 48.1422722708,11.5924220987 48.1422722708)
4103012;1553;1553;LINESTRING(11.615822549 48.1509139371,11.615822549 48.1509139371)
4158012;29493;29493;LINESTRING(11.5368377283 48.1529449398,11.5368377283 48.1529449398)
4013022;7009;7009;LINESTRING(11.5369654231 48.1492013023,11.5369654231 48.1492013023)
4133022;8774;8774;LINESTRING(11.5962346511 48.1420779626,11.5962346511 48.1420779626)
4027012;781;781;LINESTRING(11.5384904649 48.1714054569,11.5384904649 48.1714054569)
10199002;30308;30308;LINESTRING(11.6015770613 48.1154368623,11.6015770613 48.1154368623)
10204006;35198;35198;LINESTRING(11.5738759934 48.1331937959,11.5738759934 48.1331937959)
11056006;4762;4762;LINESTRING(11.5644829143 48.1649592834,11.5644829143 48.1649592834)
10287008;3478;3478;LINESTRING(11.6216737751 48.1260975055,11.6216737751 48.1260975055)
11032004;25410;25410;LINESTRING(11.6127794156 48.1549109496,11.6127794156 48.1549109496)
4014016;6503;6503;LINESTRING(11.5374204488 48.1596864549,11.5374204488 48.1596864549)
10070008;2211;2211;LINESTRING(11.5795467193 48.1290673356,11.5795467193 48.1290673356)
4153011;34096;34096;LINESTRING(11.4564017604 48.1518399639,11.4564017604 48.1518399639)
4037013;25321;25321;LINESTRING(11.586640283 48.1774136803,11.586640283 48.1774136803)
10560001;1917;1917;LINESTRING(11.6286314011 48.1534450224,11.6286314011 48.1534450224)
4131022;8826;8826;LINESTRING(11.6409483157 48.1059337054,11.6409483157 48.1059337054)
4150021;7900;7900;LINESTRING(11.595049915 48.1748150575,11.595049915 48.1748150575)
11186001;17023;17023;LINESTRING(11.5988842006 48.1821380861,11.5988842006 48.1821380861)
10493001;434;434;LINESTRING(11.4935296018 48.1658990167,11.4935296018 48.1658990167)
10199028;6960;6960;LINESTRING(11.60159386 48.1155481333,11.60159386 48.1155481333)
10275007;4800;4800;LINESTRING(11.5528519115 48.1619877134,11.5528519115 48.1619877134)
10285001;7236;7236;LINESTRING(11.6156050109 48.1534817241,11.6156050109 48.1534817241)
4161023;28603;28603;LINESTRING(11.6149265098 48.129208119,11.6149265098 48.129208119)
4138023;30504;30504;LINESTRING(11.5016290197 48.1033436292,11.5016290197 48.1033436292)
14043052;29440;29440;LINESTRING(11.6261562481 48.2213555439,11.6261562481 48.2213555439)
4089011;5283;5283;LINESTRING(11.6733973766 48.1386876405,11.6733973766 48.1386876405)
14043001;25100;25100;LINESTRING(11.6182333257 48.2075896459,11.6182333257 48.2075896459)
4075011;20083;20083;LINESTRING(11.6861473602 48.1410997519,11.6861473602 48.1410997519)
11032006;25410;25410;LINESTRING(11.6127794156 48.1549109496,11.6127794156 48.1549109496)
10070009;2211;2211;LINESTRING(11.5794385696 48.1291584539,11.5794385696 48.1291584539)
10560010;14274;14274;LINESTRING(11.6298409825 48.1535303427,11.6298409825 48.1535303427)
10866005;13232;13232;LINESTRING(11.5900256811 48.1240272117,11.5900256811 48.1240272117)
10199003;30308;30308;LINESTRING(11.6017043941 48.1154892832,11.6017043941 48.1154892832)
4112011;15234;15234;LINESTRING(11.5425324 48.2010752)
10062008;18712;18712;LINESTRING(11.6156853816 48.190184847,11.6156853816 48.190184847)
4150022;7900;7900;LINESTRING(11.5950017433 48.174839546,11.5950017433 48.174839546)
4173021;7451;7451;LINESTRING(11.5874985291 48.2115634942,11.5874985291 48.2115634942)
4132011;3157;3157;LINESTRING(11.5433505771 48.1760595383,11.5433505771 48.1760595383)
4006021;3758;3758;LINESTRING(11.5703003678 48.1874672209,11.5703003678 48.1874672209)
10079001;2162;2162;LINESTRING(11.5995848413 48.1408130473,11.5995848413 48.1408130473)
10248004;22346;22346;LINESTRING(11.4651175022 48.1458450399,11.4651175022 48.1458450399)
10011008;10670;10670;LINESTRING(11.5846474424 48.1576559167,11.5846474424 48.1576559167)
4153022;28448;28448;LINESTRING(11.4565495268 48.1517985586,11.4565495268 48.1517985586)
4153012;34096;34096;LINESTRING(11.4564049726 48.151846412,11.4564049726 48.151846412)
10604001;968;968;LINESTRING(11.5447176239 48.1504019496,11.5447176239 48.1504019496)
10199029;6959;6959;LINESTRING(11.6019000799 48.1162034823,11.6019000799 48.1162034823)
4158022;34319;34319;LINESTRING(11.5371788987 48.1529105825,11.5371788987 48.1529105825)
10287009;3479;3479;LINESTRING(11.6214583254 48.1265073602,11.6214583254 48.1265073602)
10493002;434;434;LINESTRING(11.4935290954 48.16589901,11.4935290954 48.16589901)
4128011;304;304;LINESTRING(11.4217265456 48.1425577295,11.4217265456 48.1425577295)
4019011;29732;29732;LINESTRING(11.6047920477 48.2006133906,11.6047920477 48.2006133906)
4173022;7451;7451;LINESTRING(11.5874990572 48.2115662056,11.5874990572 48.2115662056)
4170011;2783;2783;LINESTRING(11.6241750348 48.1850704642,11.6241750348 48.1850704642)
10416013;7099;7099;LINESTRING(11.572286938 48.1778696451,11.572286938 48.1778696451)
4099013;1595;1595;LINESTRING(11.5924238051 48.1422718976,11.5924238051 48.1422718976)
10075001;34161;34161;LINESTRING(11.5625465195 48.1438796869,11.5625465195 48.1438796869)
10933007;14282;14282;LINESTRING(11.487967484 48.1795203624,11.487967484 48.1795203624)
10199004;6959;6959;LINESTRING(11.601888504 48.1162253641,11.601888504 48.1162253641)
4009021;10359;10359;LINESTRING(11.5405385367 48.1831183883,11.5405385367 48.1831183883)
11273009;33725;33725;LINESTRING(11.5567860044 48.1615154651,11.5567860044 48.1615154651)
4138024;30505;30505;LINESTRING(11.5015799187 48.1033166949,11.5015799187 48.1033166949)
10275008;4800;4800;LINESTRING(11.5528488174 48.1618667467,11.5528488174 48.1618667467)
10417006;30105;30105;LINESTRING(11.4940379285 48.1123506181,11.4940379285 48.1123506181)
10285002;7236;7236;LINESTRING(11.6155975392 48.1534701562,11.6155975392 48.1534701562)
10743005;20540;20540;LINESTRING(11.6463411261 48.0959982994,11.6463411261 48.0959982994)
11033001;3547;3547;LINESTRING(11.5165670811 48.1675746754,11.5165670811 48.1675746754)
10885005;679;679;LINESTRING(11.5302363372 48.1403633471,11.5302363372 48.1403633471)
10128002;4462;4462;LINESTRING(11.5886974804 48.1246820433,11.5886974804 48.1246820433)
4141011;4258;4258;LINESTRING(11.6258897187 48.1292279705,11.6258897187 48.1292279705)
4153023;28448;28448;LINESTRING(11.4565326913 48.1517628759,11.4565326913 48.1517628759)
4147013;324;324;LINESTRING(11.5659132372 48.1129140399,11.5659132372 48.1129140399)
10253009;3955;3955;LINESTRING(11.6181591317 48.1152609946,11.6181591317 48.1152609946)
11178010;5381;5381;LINESTRING(11.5978057992 48.1351959847,11.5978057992 48.1351959847)
10560002;1917;1917;LINESTRING(11.6285659436 48.1534488519,11.6285659436 48.1534488519)
10493003;9540;9540;LINESTRING(11.4927058751 48.1655235701,11.4927058751 48.1655235701)
4013023;6508;6508;LINESTRING(11.5368328749 48.1492125711,11.5368328749 48.1492125711)
4033011;1568;1568;LINESTRING(11.6182067226 48.1380882056,11.6182067226 48.1380882056)
4132012;3157;3157;LINESTRING(11.543340609 48.1760568352,11.543340609 48.1760568352)
11039002;27841;27841;LINESTRING(11.4570067401 48.2037231041,11.4570067401 48.2037231041)
11122005;792;792;LINESTRING(11.4580438562 48.1955630389,11.4580438562 48.1955630389)
4039011;5607;5607;LINESTRING(11.5834366259 48.177658105,11.5834366259 48.177658105)
4165021;31901;31901;LINESTRING(11.5778579881 48.1267235571,11.5778579881 48.1267235571)
4112012;15234;15234;LINESTRING(11.5425265148 48.2010794924,11.5425265148 48.2010794924)
10416014;7100;7100;LINESTRING(11.5736928252 48.1781227493,11.5736928252 48.1781227493)
10531002;13240;13240;LINESTRING(11.5873336327 48.1235643453,11.5873336327 48.1235643453)
10204007;35198;35198;LINESTRING(11.5739829922 48.1331192505,11.5739829922 48.1331192505)
4108022;3001;3001;LINESTRING(11.6246444127 48.1963005482,11.6246444127 48.1963005482)
10079002;2162;2162;LINESTRING(11.5995934342 48.1408113207,11.5995934342 48.1408113207)
10743006;20540;20540;LINESTRING(11.6463358518 48.0959894904,11.6463358518 48.0959894904)
10560003;1917;1917;LINESTRING(11.6290829727 48.1534186035,11.6290829727 48.1534186035)
10997001;9980;9980;LINESTRING(11.4581794748 48.2065102498,11.4581794748 48.2065102498)
4134011;2223;2223;LINESTRING(11.5689402 48.1218902)
11273010;4738;4738;LINESTRING(11.5570577809 48.1613452516,11.5570577809 48.1613452516)
4033012;1568;1568;LINESTRING(11.6182069048 48.1380882038,11.6182069048 48.1380882038)
10287010;3474;3474;LINESTRING(11.6218550333 48.1268652982,11.6218550333 48.1268652982)
10199030;6959;6959;LINESTRING(11.601897303 48.1162087315,11.601897303 48.1162087315)
4158023;34319;34319;LINESTRING(11.5371796108 48.1529241522,11.5371796108 48.1529241522)
11056007;2606;2606;LINESTRING(11.5645283671 48.1645169473,11.5645283671 48.1645169473)
10417001;20825;20825;LINESTRING(11.4953264899 48.1122602666,11.4953264899 48.1122602666)
10253010;3955;3955;LINESTRING(11.6181513606 48.115262754,11.6181513606 48.115262754)
10915001;9265;9265;LINESTRING(11.640983103 48.0978755358,11.640983103 48.0978755358)
4100022;7194;7194;LINESTRING(11.6152621141 48.1295965792,11.6152621141 48.1295965792)
10285011;25691;25691;LINESTRING(11.6165502221 48.1539718534,11.6165502221 48.1539718534)
4051011;5439;5439;LINESTRING(11.7079746474 48.1380691509,11.7079746474 48.1380691509)
10560011;14274;14274;LINESTRING(11.6301557529 48.1535163893,11.6301557529 48.1535163893)
10275009;26104;26104;LINESTRING(11.5537832797 48.1615482314,11.5537832797 48.1615482314)
4141012;4258;4258;LINESTRING(11.6259025117 48.1292260763,11.6259025117 48.1292260763)
10199006;30472;30472;LINESTRING(11.6027148102 48.1160616956,11.6027148102 48.1160616956)
10632001;22991;22991;LINESTRING(11.4525487544 48.1441232174,11.4525487544 48.1441232174)
10062009;2994;2994;LINESTRING(11.6159985256 48.1903228077,11.6159985256 48.1903228077)
10743007;20540;20540;LINESTRING(11.6463809038 48.0960647356,11.6463809038 48.0960647356)
4147014;324;324;LINESTRING(11.565898025 48.1129155333,11.565898025 48.1129155333)
10128004;4459;4459;LINESTRING(11.5886647241 48.1250903238,11.5886647241 48.1250903238)
10493004;9541;9541;LINESTRING(11.492522464 48.166094553,11.492522464 48.166094553)
4128021;304;304;LINESTRING(11.4217162722 48.142556261,11.4217162722 48.142556261)
4139011;7346;7346;LINESTRING(11.5397022072 48.114980659,11.5397022072 48.114980659)
4009022;10359;10359;LINESTRING(11.5405162112 48.1830470911,11.5405162112 48.1830470911)
14043005;19259;19259;LINESTRING(11.6199111136 48.2094004173,11.6199111136 48.2094004173)
4006022;3758;3758;LINESTRING(11.5704054104 48.1874707209,11.5704054104 48.1874707209)
11178012;5381;5381;LINESTRING(11.5978030383 48.1351882544,11.5978030383 48.1351882544)
4150023;7899;7899;LINESTRING(11.5949417592 48.1747771426,11.5949417592 48.1747771426)
4091011;29580;29580;LINESTRING(11.6725146958 48.1396924132,11.6725146958 48.1396924132)
10248005;34989;34989;LINESTRING(11.4645276346 48.146266368,11.4645276346 48.146266368)
4035011;1535;1535;LINESTRING(11.5741959028 48.1779466182,11.5741959028 48.1779466182)
10199031;7393;7393;LINESTRING(11.6026990026 48.1159662325,11.6026990026 48.1159662325)
10560004;1917;1917;LINESTRING(11.6287684441 48.1534370048,11.6287684441 48.1534370048)
10062010;2996;2996;LINESTRING(11.6161805766 48.1905477657,11.6161805766 48.1905477657)
4041011;7100;7100;LINESTRING(11.5745441898 48.1781234495,11.5745441898 48.1781234495)
4100031;7378;7378;LINESTRING(11.6150560977 48.129651821,11.6150560977 48.129651821)
10220001;11526;11526;LINESTRING(11.5551072898 48.1495270242,11.5551072898 48.1495270242)
10560013;14279;14279;LINESTRING(11.6293079819 48.1529638468,11.6293079819 48.1529638468)
10493005;434;434;LINESTRING(11.4944386802 48.1657535862,11.4944386802 48.1657535862)
11306009;41;41;LINESTRING(11.4164096601 48.1562810333,11.4164096601 48.1562810333)
4153013;34096;34096;LINESTRING(11.4564106496 48.1518578082,11.4564106496 48.1518578082)
10079003;11594;11594;LINESTRING(11.6001781052 48.1408224773,11.6001781052 48.1408224773)
4170021;2783;2783;LINESTRING(11.6241915357 48.1850634631,11.6241915357 48.1850634631)
11140001;9164;9164;LINESTRING(11.5606665832 48.1534352332,11.5606665832 48.1534352332)
11056008;2610;2610;LINESTRING(11.5649349763 48.164453037,11.5649349763 48.164453037)
10011009;10670;10670;LINESTRING(11.5845926362 48.1575325003,11.5845926362 48.1575325003)
11186002;17021;17021;LINESTRING(11.5985156433 48.1820364646,11.5985156433 48.1820364646)
10915002;9265;9265;LINESTRING(11.6399425928 48.0981348497,11.6399425928 48.0981348497)
4115011;17807;17807;LINESTRING(11.5935991254 48.1696736825,11.5935991254 48.1696736825)
4158024;34319;34319;LINESTRING(11.5371794903 48.1529218562,11.5371794903 48.1529218562)
10128005;4460;4460;LINESTRING(11.5893471565 48.1250070941,11.5893471565 48.1250070941)
4012011;1326;1326;LINESTRING(11.5245191973 48.1279232108,11.5245191973 48.1279232108)
10310005;5856;5856;LINESTRING(11.5763824683 48.1342965934,11.5763824683 48.1342965934)
4019012;29732;29732;LINESTRING(11.6047995812 48.2006125821,11.6047995812 48.2006125821)
14043056;25149;25149;LINESTRING(11.6232671114 48.2229400284,11.6232671114 48.2229400284)
4141022;1210;1210;LINESTRING(11.6259287789 48.1293392424,11.6259287789 48.1293392424)
10534002;33043;33043;LINESTRING(11.5209261085 48.0899993667,11.5209261085 48.0899993667)
4173023;7451;7451;LINESTRING(11.5874984512 48.2115630942,11.5874984512 48.2115630942)
4051012;5439;5439;LINESTRING(11.7079746474 48.1380691509,11.7079746474 48.1380691509)
10275010;26106;26106;LINESTRING(11.5537442185 48.1615119743,11.5537442185 48.1615119743)
4150024;7901;7901;LINESTRING(11.5948852315 48.1747064838,11.5948852315 48.1747064838)
4110011;9185;9185;LINESTRING(11.480660684 48.1451446293,11.480660684 48.1451446293)
10997003;9981;9981;LINESTRING(11.4576788105 48.2058763597,11.4576788105 48.2058763597)
10199032;7393;7393;LINESTRING(11.6026873278 48.1159618416,11.6026873278 48.1159618416)
10275001;34853;34853;LINESTRING(11.5524177065 48.1613426289,11.5524177065 48.1613426289)
4012012;1326;1326;LINESTRING(11.5245021604 48.1279127012,11.5245021604 48.1279127012)
4147021;28551;28551;LINESTRING(11.5645479292 48.1131230933,11.5645479292 48.1131230933)
10769002;3280;3280;LINESTRING(11.4568131482 48.1400456347,11.4568131482 48.1400456347)
4013024;6508;6508;LINESTRING(11.5368348966 48.149237808,11.5368348966 48.149237808)
10011010;10670;10670;LINESTRING(11.584540889 48.1574224395,11.584540889 48.1574224395)
10933001;24788;24788;LINESTRING(11.4868947538 48.1792446954,11.4868947538 48.1792446954)
4103013;28279;28279;LINESTRING(11.6158969887 48.1509447225,11.6158969887 48.1509447225)
4139021;7346;7346;LINESTRING(11.5397099832 48.1149996248,11.5397099832 48.1149996248)
4115012;17807;17807;LINESTRING(11.5935862295 48.1696614746,11.5935862295 48.1696614746)
10079004;11594;11594;LINESTRING(11.6003579944 48.1410677696,11.6003579944 48.1410677696)
11306010;39;39;LINESTRING(11.4159386301 48.1569468402,11.4159386301 48.1569468402)
10220002;11526;11526;LINESTRING(11.5547659018 48.1496347699,11.5547659018 48.1496347699)
4100032;7378;7378;LINESTRING(11.6150571919 48.1296421941,11.6150571919 48.1296421941)
10534003;26734;26734;LINESTRING(11.5205757986 48.0905225712,11.5205757986 48.0905225712)
4132013;29701;29701;LINESTRING(11.5433695959 48.1762294972,11.5433695959 48.1762294972)
4171011;11081;11081;LINESTRING(11.5979146231 48.1494584918,11.5979146231 48.1494584918)
11217001;27396;27396;LINESTRING(11.6066735828 48.1864760063,11.6066735828 48.1864760063)
4154011;387;387;LINESTRING(11.4696418018 48.1148811469,11.4696418018 48.1148811469)
10275011;26106;26106;LINESTRING(11.5535679214 48.1615129538,11.5535679214 48.1615129538)
10933002;24788;24788;LINESTRING(11.4868873904 48.1792429017,11.4868873904 48.1792429017)
4165022;31901;31901;LINESTRING(11.5778377194 48.1267393588,11.5778377194 48.1267393588)
10248007;414;414;LINESTRING(11.4653672335 48.1465330623,11.4653672335 48.1465330623)
4012013;1326;1326;LINESTRING(11.5244917087 48.1279062537,11.5244917087 48.1279062537)
4007011;2664;2664;LINESTRING(11.5608250072 48.1866840738,11.5608250072 48.1866840738)
10416001;16694;16694;LINESTRING(11.5731215799 48.1785241599,11.5731215799 48.1785241599)
10560014;14279;14279;LINESTRING(11.6294379369 48.1532058047,11.6294379369 48.1532058047)
10062011;2995;2995;LINESTRING(11.6171820599 48.1906053552,11.6171820599 48.1906053552)
10285012;25691;25691;LINESTRING(11.6165441525 48.1539736098,11.6165441525 48.1539736098)
4019013;34695;34695;LINESTRING(11.6048291295 48.2007091657,11.6048291295 48.2007091657)
10079005;1591;1591;LINESTRING(11.6006879887 48.1405910574,11.6006879887 48.1405910574)
10275002;34853;34853;LINESTRING(11.5524187282 48.1613426315,11.5524187282 48.1613426315)
4044011;29583;29583;LINESTRING(11.6693918097 48.139808972,11.6693918097 48.139808972)
4144012;6738;6738;LINESTRING(11.5559491188 48.1407348472,11.5559491188 48.1407348472)
4150025;7901;7901;LINESTRING(11.5948701204 48.174714106,11.5948701204 48.174714106)
10417007;30105;30105;LINESTRING(11.4940460586 48.1123488545,11.4940460586 48.1123488545)
4012014;359;359;LINESTRING(11.524383536 48.1279982699,11.524383536 48.1279982699)
10997004;9981;9981;LINESTRING(11.4577711571 48.2060337223,11.4577711571 48.2060337223)
4132014;29701;29701;LINESTRING(11.5433479764 48.1762296989,11.5433479764 48.1762296989)
11217002;27396;27396;LINESTRING(11.6066704588 48.1864763555,11.6066704588 48.1864763555)
4104011;28602;28602;LINESTRING(11.6147392737 48.1523554336,11.6147392737 48.1523554336)
4101011;7263;7263;LINESTRING(11.6150777064 48.1367313155,11.6150777064 48.1367313155)
10062012;2995;2995;LINESTRING(11.6171885692 48.1906066817,11.6171885692 48.1906066817)
10011011;28010;28010;LINESTRING(11.584879287 48.1571662284,11.584879287 48.1571662284)
4007012;2664;2664;LINESTRING(11.5608278379 48.1866843088,11.5608278379 48.1866843088)
4147022;28551;28551;LINESTRING(11.5645158012 48.1131225843,11.5645158012 48.1131225843)
10275012;4741;4741;LINESTRING(11.5533723756 48.1610279525,11.5533723756 48.1610279525)
4110012;9185;9185;LINESTRING(11.4806616929 48.1451445954,11.4806616929 48.1451445954)
4129011;5535;5535;LINESTRING(11.7067697415 48.1118916715,11.7067697415 48.1118916715)
10674001;19353;19353;LINESTRING(11.5567909433 48.116413274,11.5567909433 48.116413274)
10011001;10654;10654;LINESTRING(11.584267331 48.156840724,11.584267331 48.156840724)
14043006;19259;19259;LINESTRING(11.6199202601 48.2094112515,11.6199202601 48.2094112515)
10248008;414;414;LINESTRING(11.4653998312 48.1466264291,11.4653998312 48.1466264291)
4118014;19624;19624;LINESTRING(11.4677726063 48.1775376462,11.4677726063 48.1775376462)
11113001;2422;2422;LINESTRING(11.5474214099 48.1351708809,11.5474214099 48.1351708809)
10582001;12657;12657;LINESTRING(11.5643465508 48.2011165904,11.5643465508 48.2011165904)
4044012;29583;29583;LINESTRING(11.6693918097 48.139808972,11.6693918097 48.139808972)
11217005;34059;34059;LINESTRING(11.6051232633 48.1865373395,11.6051232633 48.1865373395)
10079006;1591;1591;LINESTRING(11.6006805154 48.1405925659,11.6006805154 48.1405925659)
4171012;11081;11081;LINESTRING(11.5979228013 48.1494547722,11.5979228013 48.1494547722)
4019014;29732;29732;LINESTRING(11.6048108726 48.2006113704,11.6048108726 48.2006113704)
4154021;387;387;LINESTRING(11.4696506896 48.1148819196,11.4696506896 48.1148819196)
4144021;31711;31711;LINESTRING(11.5560662155 48.1407340878,11.5560662155 48.1407340878)
4151011;3170;3170;LINESTRING(11.4841341222 48.1639469363,11.4841341222 48.1639469363)
10674002;19353;19353;LINESTRING(11.5569167342 48.1165731831,11.5569167342 48.1165731831)
4054011;22781;22781;LINESTRING(11.7057344116 48.1383549698,11.7057344116 48.1383549698)
4007013;28675;28675;LINESTRING(11.560803647 48.1867878538,11.560803647 48.1867878538)
10275029;26106;26106;LINESTRING(11.5534613674 48.1615135457,11.5534613674 48.1615135457)
10285019;7236;7236;LINESTRING(11.6151191974 48.1528771001,11.6151191974 48.1528771001)
10997005;9982;9982;LINESTRING(11.4576384429 48.2062222359,11.4576384429 48.2062222359)
4147023;33702;33702;LINESTRING(11.5645264546 48.1130715158,11.5645264546 48.1130715158)
4129012;3989;3989;LINESTRING(11.7067882894 48.1119966863,11.7067882894 48.1119966863)
10442001;26336;26336;LINESTRING(11.5391956737 48.1305815937,11.5391956737 48.1305815937)
10416002;16694;16694;LINESTRING(11.5731228155 48.1785281769,11.5731228155 48.1785281769)
11217006;34059;34059;LINESTRING(11.6051274494 48.1865368743,11.6051274494 48.1865368743)
10275003;34853;34853;LINESTRING(11.5525504025 48.1613429672,11.5525504025 48.1613429672)
14043007;19258;19258;LINESTRING(11.6202773033 48.2101937802,11.6202773033 48.2101937802)
10248009;414;414;LINESTRING(11.4654021197 48.146632984,11.4654021197 48.146632984)
