id;opath;cpath;mgeom
4066012;4895;4895;LINESTRING(11.7026926165 48.1335300684,11.7026926165 48.1335300684)
11178002;5378;5378;LINESTRING(11.5972178635 48.1357512358,11.5972178635 48.1357512358)
10075002;34161;34161;LINESTRING(11.5625936374 48.1439532856,11.5625936374 48.1439532856)
10199008;30472;30472;LINESTRING(11.6025563386 48.1160035109,11.6025563386 48.1160035109)
4106011;25344;25344;LINESTRING(11.6181150229 48.1372297991,11.6181150229 48.1372297991)
10518010;13208;13208;LINESTRING(11.5820518681 48.1175300461,11.5820518681 48.1175300461)
4111011;30329;30329;LINESTRING(11.5493765913 48.190766953,11.5493765913 48.190766953)
10011002;10654;10654;LINESTRING(11.5842633597 48.15683228,11.5842633597 48.15683228)
4005012;7142;7142;LINESTRING(11.5928654447 48.1754905848,11.5928654447 48.1754905848)
10933003;19514;19514;LINESTRING(11.4868908635 48.1796529036,11.4868908635 48.1796529036)
11273002;26591;26591;LINESTRING(11.5563031049 48.161358631,11.5563031049 48.161358631)
11113008;7318;7318;LINESTRING(11.5481639451 48.1358605532,11.5481639451 48.1358605532)
4100011;1722;1722;LINESTRING(11.6153755792 48.1295953193,11.6153755792 48.1295953193)
4022011;1195;1195;LINESTRING(11.6572707296 48.1294526244,11.6572707296 48.1294526244)
4013011;30365;30365;LINESTRING(11.5365797569 48.1491705878,11.5365797569 48.1491705878)
10534004;26734;26734;LINESTRING(11.5206019325 48.090521156,11.5206019325 48.090521156)
4014011;7003;7003;LINESTRING(11.537570273 48.1596928514,11.537570273 48.1596928514)
10039002;34497;34497;LINESTRING(11.5804208337 48.1161315158,11.5804208337 48.1161315158)
4005013;34651;34651;LINESTRING(11.5929111996 48.1755851648,11.5929111996 48.1755851648)
10285006;3320;3320;LINESTRING(11.6160705847 48.1545442485,11.6160705847 48.1545442485)
4138011;30541;30541;LINESTRING(11.5011323625 48.1032445155,11.5011323625 48.1032445155)
10280002;14935;14935;LINESTRING(11.6131956788 48.1242303531,11.6131956788 48.1242303531)
10204001;5685;5685;LINESTRING(11.5746596133 48.1332278271,11.5746596133 48.1332278271)
4007014;28675;28675;LINESTRING(11.5608016164 48.1867876722,11.5608016164 48.1867876722)
10495003;2234;2234;LINESTRING(11.5709518532 48.1208362095,11.5709518532 48.1208362095)
10460003;1619;1619;LINESTRING(11.5258547405 48.0779003947,11.5258547405 48.0779003947)
11056002;7081;7081;LINESTRING(11.5644750884 48.1640922853,11.5644750884 48.1640922853)
4130011;5148;5148;LINESTRING(11.6725500285 48.0867227073,11.6725500285 48.0867227073)
10417002;20825;20825;LINESTRING(11.4954548403 48.1122577046,11.4954548403 48.1122577046)
10416005;7100;7100;LINESTRING(11.5739810778 48.1781255947,11.5739810778 48.1781255947)
14043047;29436;29436;LINESTRING(11.6271859701 48.2203830835,11.6271859701 48.2203830835)
4119012;10654;10654;LINESTRING(11.5840700585 48.1564212776,11.5840700585 48.1564212776)
4152011;30698;30698;LINESTRING(11.4701352714 48.1774303777,11.4701352714 48.1774303777)
10285022;14259;14259;LINESTRING(11.6155041784 48.1538757904,11.6155041784 48.1538757904)
11320001;19645;19645;LINESTRING(11.4669604731 48.1901461415,11.4669604731 48.1901461415)
10129001;9499;9499;LINESTRING(11.5382522768 48.1005945887,11.5382522768 48.1005945887)
4070011;1796;1796;LINESTRING(11.7141230788 48.1344851247,11.7141230788 48.1344851247)
11140002;9125;9125;LINESTRING(11.561002236 48.1533415155,11.561002236 48.1533415155)
11273003;26591;26591;LINESTRING(11.5566640096 48.1613537927,11.5566640096 48.1613537927)
4148011;7262;7262;LINESTRING(11.6152453645 48.1356518285,11.6152453645 48.1356518285)
4060012;1173;1173;LINESTRING(11.6901957965 48.135976343,11.6901957965 48.135976343)
4160021;7261;7261;LINESTRING(11.6151527618 48.1410342004,11.6151527618 48.1410342004)
4111012;30329;30329;LINESTRING(11.5493662069 48.1907831283,11.5493662069 48.1907831283)
4047011;13684;13684;LINESTRING(11.6901212376 48.1391484039,11.6901212376 48.1391484039)
10199009;2293;2293;LINESTRING(11.6022974991 48.1152957484,11.6022974991 48.1152957484)
4167011;692;692;LINESTRING(11.5349133214 48.1452645474,11.5349133214 48.1452645474)
10236001;445;445;LINESTRING(11.5336943599 48.1350109978,11.5336943599 48.1350109978)
10560006;29178;29178;LINESTRING(11.6294769319 48.1540776054,11.6294769319 48.1540776054)
4133012;36099;36099;LINESTRING(11.5957656335 48.1410600456,11.5957656335 48.1410600456)
10519002;7459;7459;LINESTRING(11.5663826362 48.1850229691,11.5663826362 48.1850229691)
4005014;34651;34651;LINESTRING(11.5929435939 48.1755722092,11.5929435939 48.1755722092)
4140011;9027;9027;LINESTRING(11.572489046 48.1073324641,11.572489046 48.1073324641)
4102021;1555;1555;LINESTRING(11.6152708949 48.1428536077,11.6152708949 48.1428536077)
4083011;1181;1181;LINESTRING(11.6710648683 48.1349448047,11.6710648683 48.1349448047)
10280003;8082;8082;LINESTRING(11.6125767143 48.1247077231,11.6125767143 48.1247077231)
4146011;28367;28367;LINESTRING(11.6332041192 48.1352767875,11.6332041192 48.1352767875)
11122001;791;791;LINESTRING(11.4583634561 48.1948043502,11.4583634561 48.1948043502)
10253006;14828;14828;LINESTRING(11.6178902105 48.1158761477,11.6178902105 48.1158761477)
10070003;5687;5687;LINESTRING(11.5789986701 48.1295223812,11.5789986701 48.1295223812)
4172021;7792;7792;LINESTRING(11.5191661499 48.1425960086,11.5191661499 48.1425960086)
4157012;30620;30620;LINESTRING(11.5714787734 48.1106980823,11.5714787734 48.1106980823)
4061011;1175;1175;LINESTRING(11.6903297738 48.1350223162,11.6903297738 48.1350223162)
4130021;5148;5148;LINESTRING(11.6726014748 48.0867027473,11.6726014748 48.0867027473)
4106021;25258;25258;LINESTRING(11.6180624542 48.1371082788,11.6180624542 48.1371082788)
10743001;35385;35385;LINESTRING(11.6456590139 48.0966445372,11.6456590139 48.0966445372)
11056003;2606;2606;LINESTRING(11.5644434493 48.1645434358,11.5644434493 48.1645434358)
10416006;7100;7100;LINESTRING(11.5739813846 48.1781255803,11.5739813846 48.1781255803)
4138012;30541;30541;LINESTRING(11.5011408456 48.1032658995,11.5011408456 48.1032658995)
10075004;3433;3433;LINESTRING(11.5629477284 48.1444982632,11.5629477284 48.1444982632)
10836001;3142;3142;LINESTRING(11.4608495381 48.1441107114,11.4608495381 48.1441107114)
10275005;4800;4800;LINESTRING(11.5528483469 48.1618483533,11.5528483469 48.1618483533)
4013012;30365;30365;LINESTRING(11.5365795904 48.1491682344,11.5365795904 48.1491682344)
4100012;1722;1722;LINESTRING(11.6153755053 48.1295970375,11.6153755053 48.1295970375)
4035012;1535;1535;LINESTRING(11.5741816447 48.1779465831,11.5741816447 48.1779465831)
10560007;29178;29178;LINESTRING(11.6294613399 48.1539931575,11.6294613399 48.1539931575)
10534005;32910;32910;LINESTRING(11.5212636205 48.0909532101,11.5212636205 48.0909532101)
10582002;12657;12657;LINESTRING(11.5643464183 48.2011176497,11.5643464183 48.2011176497)
4097012;1337;1337;LINESTRING(11.5481071991 48.1121736632,11.5481071991 48.1121736632)
4140012;9027;9027;LINESTRING(11.5725149305 48.1073532033,11.5725149305 48.1073532033)
4005015;34651;34651;LINESTRING(11.5929383371 48.1755742267,11.5929383371 48.1755742267)
10204002;5685;5685;LINESTRING(11.5746816836 48.1332442778,11.5746816836 48.1332442778)
10070004;2210;2210;LINESTRING(11.5796127107 48.129483503,11.5796127107 48.129483503)
10280004;8060;8060;LINESTRING(11.6131288383 48.125020391,11.6131288383 48.125020391)
11273004;33727;33727;LINESTRING(11.5569199654 48.1616781965,11.5569199654 48.1616781965)
11152001;21621;21621;LINESTRING(11.4675528165 48.1403380558,11.4675528165 48.1403380558)
4161011;7377;7377;LINESTRING(11.6147812596 48.129371234,11.6147812596 48.129371234)
11338011;15526;15526;LINESTRING(11.5330496275 48.2083425459,11.5330496275 48.2083425459)
10236002;446;446;LINESTRING(11.534344222 48.1349640038,11.534344222 48.1349640038)
11337001;11283;11283;LINESTRING(11.5300178159 48.1289899154,11.5300178159 48.1289899154)
10498001;8682;8682;LINESTRING(11.5282052696 48.1476752487,11.5282052696 48.1476752487)
4102022;1555;1555;LINESTRING(11.6152708949 48.1428536077,11.6152708949 48.1428536077)
10460004;28166;28166;LINESTRING(11.5262940547 48.0778144482,11.5262940547 48.0778144482)
4097013;7354;7354;LINESTRING(11.5481126424 48.112113815,11.5481126424 48.112113815)
10519003;7459;7459;LINESTRING(11.5663830767 48.1850197647,11.5663830767 48.1850197647)
10011003;11947;11947;LINESTRING(11.5839512507 48.1573465534,11.5839512507 48.1573465534)
10416008;28619;28619;LINESTRING(11.5728186491 48.1774443731,11.5728186491 48.1774443731)
4153014;34096;34096;LINESTRING(11.4564315292 48.1518997218,11.4564315292 48.1518997218)
4152012;19505;19505;LINESTRING(11.4701120089 48.1775241273,11.4701120089 48.1775241273)
11122002;791;791;LINESTRING(11.4581923462 48.1949576418,11.4581923462 48.1949576418)
4167012;692;692;LINESTRING(11.5349331365 48.1453037248,11.5349331365 48.1453037248)
4131011;4332;4332;LINESTRING(11.6407014206 48.1058694076,11.6407014206 48.1058694076)
10280005;8060;8060;LINESTRING(11.613128997 48.1250217355,11.613128997 48.1250217355)
4107011;34109;34109;LINESTRING(11.4939895042 48.1990439217,11.4939895042 48.1990439217)
4070012;1796;1796;LINESTRING(11.7141169212 48.1344814102,11.7141169212 48.1344814102)
4119013;10654;10654;LINESTRING(11.5840591793 48.1563981458,11.5840591793 48.1563981458)
10836002;3143;3143;LINESTRING(11.4612703113 48.1439909707,11.4612703113 48.1439909707)
10253007;14828;14828;LINESTRING(11.6178940551 48.1158842814,11.6178940551 48.1158842814)
11056004;4763;4763;LINESTRING(11.5640472318 48.1645822683,11.5640472318 48.1645822683)
4087011;29410;29410;LINESTRING(11.6733866939 48.1373931975,11.6733866939 48.1373931975)
10113006;30268;30268;LINESTRING(11.5968803315 48.1498955336,11.5968803315 48.1498955336)
4157021;7327;7327;LINESTRING(11.5713457446 48.1108073438,11.5713457446 48.1108073438)
4014012;3556;3556;LINESTRING(11.5375422539 48.1596718394,11.5375422539 48.1596718394)
10070005;2210;2210;LINESTRING(11.5797406685 48.1295491928,11.5797406685 48.1295491928)
4005016;34651;34651;LINESTRING(11.5929330803 48.1755762442,11.5929330803 48.1755762442)
4061012;1175;1175;LINESTRING(11.6903299807 48.1350208634,11.6903299807 48.1350208634)
4097021;326;326;LINESTRING(11.5481123597 48.1120529299,11.5481123597 48.1120529299)
11178005;28297;28297;LINESTRING(11.5979295257 48.1360571129,11.5979295257 48.1360571129)
10582003;10423;10423;LINESTRING(11.5641001268 48.2017668234,11.5641001268 48.2017668234)
11017004;13613;13613;LINESTRING(11.627277945 48.1418903811,11.627277945 48.1418903811)
10534006;32910;32910;LINESTRING(11.5212689277 48.0909635008,11.5212689277 48.0909635008)
4035013;7101;7101;LINESTRING(11.5741814412 48.1780286961,11.5741814412 48.1780286961)
4173011;19328;19328;LINESTRING(11.5872864657 48.2115418648,11.5872864657 48.2115418648)
4148021;7187;7187;LINESTRING(11.6154091825 48.1358479612,11.6154091825 48.1358479612)
10933004;19514;19514;LINESTRING(11.4868974857 48.1796528881,11.4868974857 48.1796528881)
4146021;28367;28367;LINESTRING(11.6332130998 48.1353048995,11.6332130998 48.1353048995)
11337002;25331;25331;LINESTRING(11.5302475973 48.1293279045,11.5302475973 48.1293279045)
4161012;7377;7377;LINESTRING(11.614793497 48.1293905503,11.614793497 48.1293905503)
10199010;2293;2293;LINESTRING(11.6022961889 48.1153012168,11.6022961889 48.1153012168)
10184002;11574;11574;LINESTRING(11.5687126565 48.1612069822,11.5687126565 48.1612069822)
4007015;28675;28675;LINESTRING(11.5608020856 48.1867877141,11.5608020856 48.1867877141)
4047012;35870;35870;LINESTRING(11.6900645223 48.1392439967,11.6900645223 48.1392439967)
10417003;20825;20825;LINESTRING(11.4949220373 48.1122754225,11.4949220373 48.1122754225)
4152021;19505;19505;LINESTRING(11.4700960995 48.1775234514,11.4700960995 48.1775234514)
4097022;326;326;LINESTRING(11.5481099452 48.1120527448,11.5481099452 48.1120527448)
4014013;3556;3556;LINESTRING(11.5375421773 48.1596704108,11.5375421773 48.1596704108)
4022012;1195;1195;LINESTRING(11.6572832791 48.1294678997,11.6572832791 48.1294678997)
4167021;681;681;LINESTRING(11.534724947 48.1405179182,11.534724947 48.1405179182)
4173012;19328;19328;LINESTRING(11.5872892916 48.2115560852,11.5872892916 48.2115560852)
4071011;1164;1164;LINESTRING(11.7151896576 48.1369317887,11.7151896576 48.1369317887)
4140021;9028;9028;LINESTRING(11.572680963 48.1072960707,11.572680963 48.1072960707)
10113009;11084;11084;LINESTRING(11.5965566076 48.1501242158,11.5965566076 48.1501242158)
4111013;30329;30329;LINESTRING(11.5493482216 48.1908111432,11.5493482216 48.1908111432)
4107012;34109;34109;LINESTRING(11.4939770336 48.1990565299,11.4939770336 48.1990565299)
11178007;1150;1150;LINESTRING(11.5983140872 48.1357224619,11.5983140872 48.1357224619)
10204003;2181;2181;LINESTRING(11.5746878978 48.1326638344,11.5746878978 48.1326638344)
11152002;22299;22299;LINESTRING(11.4685848212 48.1404006522,11.4685848212 48.1404006522)
4013013;6509;6509;LINESTRING(11.5367151679 48.149185671,11.5367151679 48.149185671)
11122003;790;790;LINESTRING(11.4578466014 48.1951211361,11.4578466014 48.1951211361)
10011004;11947;11947;LINESTRING(11.5838987916 48.1573604047,11.5838987916 48.1573604047)
4036011;1539;1539;LINESTRING(11.5834378035 48.1774771013,11.5834378035 48.1774771013)
10519004;7459;7459;LINESTRING(11.5664183964 48.184731435,11.5664183964 48.184731435)
4167022;681;681;LINESTRING(11.5347248163 48.1405267952,11.5347248163 48.1405267952)
10743002;26940;26940;LINESTRING(11.6465959202 48.0968987783,11.6465959202 48.0968987783)
11338008;15526;15526;LINESTRING(11.5331767173 48.2080042155,11.5331767173 48.2080042155)
10285007;3320;3320;LINESTRING(11.6160792343 48.1545534225,11.6160792343 48.1545534225)
10582004;10423;10423;LINESTRING(11.5641003771 48.2017649475,11.5641003771 48.2017649475)
10039003;27988;27988;LINESTRING(11.5808057332 48.1155736111,11.5808057332 48.1155736111)
10498003;35910;35910;LINESTRING(11.5271370782 48.1479371176,11.5271370782 48.1479371176)
4131012;4332;4332;LINESTRING(11.6407013341 48.1058694078,11.6407013341 48.1058694078)
4161013;28358;28358;LINESTRING(11.6152205864 48.1290475467,11.6152205864 48.1290475467)
10011005;11947;11947;LINESTRING(11.583744649 48.1574011046,11.583744649 48.1574011046)
4048011;1575;1575;LINESTRING(11.6894206197 48.1382776165,11.6894206197 48.1382776165)
10285008;3320;3320;LINESTRING(11.6160864287 48.154561053,11.6160864287 48.154561053)
10534007;32910;32910;LINESTRING(11.5211137995 48.0906627061,11.5211137995 48.0906627061)
10933005;14282;14282;LINESTRING(11.4880438187 48.1795249558,11.4880438187 48.1795249558)
4150011;1541;1541;LINESTRING(11.5948107946 48.1746505942,11.5948107946 48.1746505942)
4103011;1553;1553;LINESTRING(11.6158157496 48.1509263784,11.6158157496 48.1509263784)
10113010;31943;31943;LINESTRING(11.5963277528 48.1498799152,11.5963277528 48.1498799152)
10519005;26210;26210;LINESTRING(11.5668073254 48.1845483255,11.5668073254 48.1845483255)
10416009;28619;28619;LINESTRING(11.5728172948 48.177438794,11.5728172948 48.177438794)
11056005;4762;4762;LINESTRING(11.5644818232 48.1649543213,11.5644818232 48.1649543213)
4013014;6509;6509;LINESTRING(11.536714374 48.1491757313,11.536714374 48.1491757313)
11028001;2620;2620;LINESTRING(11.5812273413 48.1670417245,11.5812273413 48.1670417245)
4138013;30542;30542;LINESTRING(11.5014212796 48.1030934835,11.5014212796 48.1030934835)
11338009;15522;15522;LINESTRING(11.532771541 48.2084057408,11.532771541 48.2084057408)
4097023;7354;7354;LINESTRING(11.5481045987 48.1121131114,11.5481045987 48.1121131114)
4071012;1164;1164;LINESTRING(11.7151921179 48.1369248912,11.7151921179 48.1369248912)
4157022;7327;7327;LINESTRING(11.5713286887 48.110809194,11.5713286887 48.110809194)
4063011;29189;29189;LINESTRING(11.6925217455 48.1334490223,11.6925217455 48.1334490223)
10199027;6960;6960;LINESTRING(11.6015849724 48.1155444126,11.6015849724 48.1155444126)
10011006;11947;11947;LINESTRING(11.584131388 48.1573053535,11.584131388 48.1573053535)
10204004;25536;25536;LINESTRING(11.5738922621 48.1326683267,11.5738922621 48.1326683267)
11273005;7077;7077;LINESTRING(11.5575404495 48.1615066442,11.5575404495 48.1615066442)
10039004;27988;27988;LINESTRING(11.5808007844 48.1155744359,11.5808007844 48.1155744359)
10113022;11084;11084;LINESTRING(11.5969406925 48.149969705,11.5969406925 48.149969705)
10248001;33886;33886;LINESTRING(11.4657607911 48.1462057783,11.4657607911 48.1462057783)
10070006;2210;2210;LINESTRING(11.5796015386 48.1294777675,11.5796015386 48.1294777675)
4048012;1575;1575;LINESTRING(11.6894206197 48.1382776165,11.6894206197 48.1382776165)
10519016;26210;26210;LINESTRING(11.5667934792 48.1845485517,11.5667934792 48.1845485517)
10285009;3320;3320;LINESTRING(11.615886301 48.154334545,11.615886301 48.154334545)
4161021;1723;1723;LINESTRING(11.6155453227 48.129091539,11.6155453227 48.129091539)
4131021;8826;8826;LINESTRING(11.6409482953 48.1059337054,11.6409482953 48.1059337054)
10280006;8074;8074;LINESTRING(11.6137552125 48.1246794051,11.6137552125 48.1246794051)
4152022;19505;19505;LINESTRING(11.4700730534 48.1775224723,11.4700730534 48.1775224723)
4087012;26999;26999;LINESTRING(11.6733602055 48.1371637049,11.6733602055 48.1371637049)
4009011;25987;25987;LINESTRING(11.5403516269 48.1830663783,11.5403516269 48.1830663783)
4168011;414;414;LINESTRING(11.4661023576 48.1486424802,11.4661023576 48.1486424802)
